,iata_departure,iata_arrival,seats,airline,group_col
30563,CGH,RAO,16128.0,TAM,"('CGH', 'RAO')"
30564,CGH,SJP,20232.0,TAM,"('CGH', 'SJP')"
30565,CGH,SSA,17118.0,TAM,"('CGH', 'SSA')"
30566,CGH,UNA,1044.0,TAM,"('CGH', 'UNA')"
30567,CGH,UDI,12978.0,TAM,"('CGH', 'UDI')"
30568,CGH,VIX,20964.0,TAM,"('CGH', 'VIX')"
30569,CGH,QSC,0.0,TAM,"('CGH', 'QSC')"
30570,SJP,GRU,10230.0,TAM,"('GRU', 'SJP')"
30571,SJP,VCP,174.0,TAM,"('SJP', 'VCP')"
30572,SJP,BPS,696.0,TAM,"('BPS', 'SJP')"
30573,SJP,CGH,20202.0,TAM,"('CGH', 'SJP')"
30574,SSA,MIA,1190.0,TAM,"('MIA', 'SSA')"
30575,SSA,EZE,696.0,TAM,"('EZE', 'SSA')"
30576,SSA,BSB,144.0,TAM,"('BSB', 'SSA')"
30577,SSA,BSB,14378.0,TAM,"('BSB', 'SSA')"
30578,SSA,CNF,1922.0,TAM,"('CNF', 'SSA')"
30579,SSA,FOR,5680.0,TAM,"('FOR', 'SSA')"
30580,SSA,GIG,0.0,TAM,"('GIG', 'SSA')"
30581,SSA,GIG,348.0,TAM,"('GIG', 'SSA')"
30582,SSA,GRU,0.0,TAM,"('GRU', 'SSA')"
30583,SSA,GRU,788.0,TAM,"('GRU', 'SSA')"
30584,SSA,GRU,44110.0,TAM,"('GRU', 'SSA')"
30585,SSA,BPS,174.0,TAM,"('BPS', 'SSA')"
30586,SSA,BPS,870.0,TAM,"('BPS', 'SSA')"
30587,SSA,CGH,174.0,TAM,"('CGH', 'SSA')"
30588,SSA,CGH,16914.0,TAM,"('CGH', 'SSA')"
30589,UNA,CGH,1044.0,TAM,"('CGH', 'UNA')"
30590,THE,BSB,7758.0,TAM,"('BSB', 'THE')"
30591,THE,FOR,5742.0,TAM,"('FOR', 'THE')"
30592,THE,GRU,4368.0,TAM,"('GRU', 'THE')"
30593,THE,IMP,,TAM,"('IMP', 'THE')"
30594,THE,SLZ,,TAM,"('SLZ', 'THE')"
30595,UDI,GRU,9042.0,TAM,"('GRU', 'UDI')"
30596,UDI,CGH,12792.0,TAM,"('CGH', 'UDI')"
30597,VIX,BSB,7056.0,TAM,"('BSB', 'VIX')"
30598,VIX,FOR,3438.0,TAM,"('FOR', 'VIX')"
30599,VIX,GIG,1446.0,TAM,"('GIG', 'VIX')"
30600,VIX,GRU,18324.0,TAM,"('GRU', 'VIX')"
30601,VIX,CGH,20826.0,TAM,"('CGH', 'VIX')"
30602,SCL,GRU,394.0,TAM,"('GRU', 'SCL')"
30603,SCL,GRU,35786.0,TAM,"('GRU', 'SCL')"
30604,QSC,BSB,0.0,TAM,"('BSB', 'QSC')"
30605,QSC,GIG,0.0,TAM,"('GIG', 'QSC')"
30606,QSC,GRU,0.0,TAM,"('GRU', 'QSC')"
30607,QSC,STM,0.0,TAM,"('QSC', 'STM')"
30608,QSC,CGH,0.0,TAM,"('CGH', 'QSC')"
30609,ASU,CNF,0.0,TAM,"('ASU', 'CNF')"
30610,ASU,CNF,0.0,TAM,"('ASU', 'CNF')"
30611,ASU,GRU,348.0,TAM,"('ASU', 'GRU')"
30612,BOG,GRU,221.0,TAM,"('BOG', 'GRU')"
30613,BOG,GRU,6409.0,TAM,"('BOG', 'GRU')"
30614,VVI,GRU,2088.0,TAM,"('GRU', 'VVI')"
30618,PDP,GRU,1566.0,TAM,"('GRU', 'PDP')"
30619,MVD,GIG,2354.0,TAM,"('GIG', 'MVD')"
30620,MVD,GRU,11820.0,TAM,"('GRU', 'MVD')"
30621,FRA,GRU,379.0,TAM,"('FRA', 'GRU')"
30622,FRA,GRU,11370.0,TAM,"('FRA', 'GRU')"
30623,LHR,GRU,379.0,TAM,"('GRU', 'LHR')"
30624,LHR,GRU,11370.0,TAM,"('GRU', 'LHR')"
30625,JNB,GRU,4862.0,TAM,"('GRU', 'JNB')"
30626,BOS,GRU,442.0,TAM,"('BOS', 'GRU')"
30627,BOS,GRU,4420.0,TAM,"('BOS', 'GRU')"
30628,JFK,GRU,339.0,TAM,"('GRU', 'JFK')"
30629,JFK,GRU,10170.0,TAM,"('GRU', 'JFK')"
30630,MCO,GRU,678.0,TAM,"('GRU', 'MCO')"
30631,MCO,GRU,10494.0,TAM,"('GRU', 'MCO')"
30632,MIA,BEL,1886.0,TAM,"('BEL', 'MIA')"
30633,MIA,CNF,0.0,TAM,"('CNF', 'MIA')"
30634,MIA,MAO,696.0,TAM,"('MAO', 'MIA')"
30635,MIA,FOR,238.0,TAM,"('FOR', 'MIA')"
30636,MIA,FOR,4998.0,TAM,"('FOR', 'MIA')"
30637,MIA,GRU,758.0,TAM,"('GRU', 'MIA')"
30638,MIA,GRU,22740.0,TAM,"('GRU', 'MIA')"
30639,MIA,REC,238.0,TAM,"('MIA', 'REC')"
30640,MIA,REC,1904.0,TAM,"('MIA', 'REC')"
30641,MIA,SSA,238.0,TAM,"('MIA', 'SSA')"
30642,MIA,SSA,714.0,TAM,"('MIA', 'SSA')"
30643,BCN,GRU,339.0,TAM,"('BCN', 'GRU')"
30644,BCN,GRU,8164.0,TAM,"('BCN', 'GRU')"
30645,MAD,GRU,339.0,TAM,"('GRU', 'MAD')"
30646,MAD,GRU,10770.0,TAM,"('GRU', 'MAD')"
30647,TLS,FOR,0.0,TAM,"('FOR', 'TLS')"
30648,CDG,GRU,339.0,TAM,"('CDG', 'GRU')"
30649,CDG,GRU,10170.0,TAM,"('CDG', 'GRU')"
30650,MXP,GRU,221.0,TAM,"('GRU', 'MXP')"
30651,MXP,GRU,6630.0,TAM,"('GRU', 'MXP')"
30652,FCO,GRU,221.0,TAM,"('FCO', 'GRU')"
30653,FCO,GRU,6409.0,TAM,"('FCO', 'GRU')"
30654,LIS,GRU,221.0,TAM,"('GRU', 'LIS')"
30655,LIS,GRU,5304.0,TAM,"('GRU', 'LIS')"
30656,MEX,GRU,221.0,TAM,"('GRU', 'MEX')"
30657,MEX,GRU,6630.0,TAM,"('GRU', 'MEX')"
30658,AUH,GRU,0.0,TAM,"('AUH', 'GRU')"
30659,ROS,GRU,0.0,TAM,"('GRU', 'ROS')"
30660,EZE,GIG,174.0,TAM,"('EZE', 'GIG')"
30661,EZE,GIG,5046.0,TAM,"('EZE', 'GIG')"
30662,EZE,GRU,0.0,TAM,"('EZE', 'GRU')"
30663,EZE,GRU,962.0,TAM,"('EZE', 'GRU')"
30664,EZE,GRU,28630.0,TAM,"('EZE', 'GRU')"
30665,EZE,REC,1566.0,TAM,"('EZE', 'REC')"
30666,EZE,SSA,696.0,TAM,"('EZE', 'SSA')"
30667,MDZ,GRU,2262.0,TAM,"('GRU', 'MDZ')"
30668,BRC,IGU,174.0,TAM,"('BRC', 'IGU')"
30669,BRC,GRU,1310.0,TAM,"('BRC', 'GRU')"
30670,BRC,GRU,5916.0,TAM,"('BRC', 'GRU')"
30673,AJU,BSB,348.0,TAM,"('AJU', 'BSB')"
30674,AJU,BSB,6332.0,TAM,"('AJU', 'BSB')"
30675,AJU,GRU,220.0,TAM,"('AJU', 'GRU')"
30676,AJU,GRU,6416.0,TAM,"('AJU', 'GRU')"
30677,AJU,BPS,220.0,TAM,"('AJU', 'BPS')"
30678,AJU,SSA,220.0,TAM,"('AJU', 'SSA')"
30679,BEL,MIA,1886.0,TAM,"('BEL', 'MIA')"
30680,BEL,BSB,348.0,TAM,"('BEL', 'BSB')"
30681,BEL,BSB,9898.0,TAM,"('BEL', 'BSB')"
30682,BEL,MAO,174.0,TAM,"('BEL', 'MAO')"
30683,BEL,MAO,6514.0,TAM,"('BEL', 'MAO')"
30684,BEL,FOR,220.0,TAM,"('BEL', 'FOR')"
30685,BEL,FOR,7112.0,TAM,"('BEL', 'FOR')"
30686,BEL,GIG,174.0,TAM,"('BEL', 'GIG')"
30687,BEL,GIG,3700.0,TAM,"('BEL', 'GIG')"
30688,BEL,GRU,614.0,TAM,"('BEL', 'GRU')"
30689,BEL,GRU,16800.0,TAM,"('BEL', 'GRU')"
30690,BEL,MCP,174.0,TAM,"('BEL', 'MCP')"
30691,BEL,MCP,5220.0,TAM,"('BEL', 'MCP')"
30692,BSB,AJU,348.0,TAM,"('AJU', 'BSB')"
30693,BSB,AJU,6332.0,TAM,"('AJU', 'BSB')"
30694,BSB,BEL,348.0,TAM,"('BEL', 'BSB')"
30695,BSB,BEL,10952.0,TAM,"('BEL', 'BSB')"
30696,BSB,BSB,0.0,TAM,"('BSB', 'BSB')"
30697,BSB,BVB,348.0,TAM,"('BSB', 'BVB')"
30698,BSB,BVB,4926.0,TAM,"('BSB', 'BVB')"
30699,BSB,CNF,0.0,TAM,"('BSB', 'CNF')"
30700,BSB,CNF,758.0,TAM,"('BSB', 'CNF')"
30701,BSB,CNF,18780.0,TAM,"('BSB', 'CNF')"
30702,BSB,CGR,510.0,TAM,"('BSB', 'CGR')"
30703,BSB,CGR,10450.0,TAM,"('BSB', 'CGR')"
30704,BSB,CWB,440.0,TAM,"('BSB', 'CWB')"
30705,BSB,CWB,11690.0,TAM,"('BSB', 'CWB')"
30706,BSB,CGB,394.0,TAM,"('BSB', 'CGB')"
30707,BSB,CGB,9322.0,TAM,"('BSB', 'CGB')"
30708,BSB,MAO,1008.0,TAM,"('BSB', 'MAO')"
30709,BSB,MAO,16300.0,TAM,"('BSB', 'MAO')"
30710,BSB,IGU,880.0,TAM,"('BSB', 'IGU')"
30711,BSB,FLN,336.0,TAM,"('BSB', 'FLN')"
30712,BSB,FLN,8592.0,TAM,"('BSB', 'FLN')"
30713,BSB,FOR,1170.0,TAM,"('BSB', 'FOR')"
30714,BSB,FOR,25050.0,TAM,"('BSB', 'FOR')"
30715,BSB,GIG,1034.0,TAM,"('BSB', 'GIG')"
30716,BSB,GIG,15152.0,TAM,"('BSB', 'GIG')"
30717,BSB,GYN,336.0,TAM,"('BSB', 'GYN')"
30718,BSB,GYN,9024.0,TAM,"('BSB', 'GYN')"
30719,BSB,GRU,0.0,TAM,"('BSB', 'GRU')"
30720,BSB,GRU,1228.0,TAM,"('BSB', 'GRU')"
30721,BSB,GRU,28150.0,TAM,"('BSB', 'GRU')"
30722,BSB,IMP,174.0,TAM,"('BSB', 'IMP')"
30723,BSB,IMP,5118.0,TAM,"('BSB', 'IMP')"
30724,BSB,JPA,568.0,TAM,"('BSB', 'JPA')"
30725,BSB,JPA,9442.0,TAM,"('BSB', 'JPA')"
30726,BSB,VCP,440.0,TAM,"('BSB', 'VCP')"
30727,BSB,VCP,11024.0,TAM,"('BSB', 'VCP')"
30728,BSB,MAB,144.0,TAM,"('BSB', 'MAB')"
30729,BSB,MAB,3924.0,TAM,"('BSB', 'MAB')"
30730,BSB,MCZ,1006.0,TAM,"('BSB', 'MCZ')"
30731,BSB,MCZ,18122.0,TAM,"('BSB', 'MCZ')"
30732,BSB,MCP,348.0,TAM,"('BSB', 'MCP')"
30733,BSB,MCP,4872.0,TAM,"('BSB', 'MCP')"
30734,BSB,POA,568.0,TAM,"('BSB', 'POA')"
30735,BSB,POA,12514.0,TAM,"('BSB', 'POA')"
30736,BSB,BPS,220.0,TAM,"('BPS', 'BSB')"
30737,BSB,BPS,4748.0,TAM,"('BPS', 'BSB')"
30738,BSB,PVH,348.0,TAM,"('BSB', 'PVH')"
30739,BSB,PVH,8310.0,TAM,"('BSB', 'PVH')"
30740,BSB,RBR,288.0,TAM,"('BSB', 'RBR')"
30741,BSB,RBR,3676.0,TAM,"('BSB', 'RBR')"
30742,BSB,REC,556.0,TAM,"('BSB', 'REC')"
30743,BSB,REC,15188.0,TAM,"('BSB', 'REC')"
30744,BSB,SDU,1152.0,TAM,"('BSB', 'SDU')"
30745,BSB,SDU,28224.0,TAM,"('BSB', 'SDU')"
30746,BSB,NAT,382.0,TAM,"('BSB', 'NAT')"
30747,BSB,NAT,11498.0,TAM,"('BSB', 'NAT')"
30748,BSB,SLZ,568.0,TAM,"('BSB', 'SLZ')"
30749,BSB,SLZ,9920.0,TAM,"('BSB', 'SLZ')"
30750,BSB,STM,144.0,TAM,"('BSB', 'STM')"
30751,BSB,STM,4212.0,TAM,"('BSB', 'STM')"
30752,BSB,CGH,1956.0,TAM,"('BSB', 'CGH')"
30753,BSB,CGH,53370.0,TAM,"('BSB', 'CGH')"
30754,BSB,SSA,862.0,TAM,"('BSB', 'SSA')"
30755,BSB,SSA,22878.0,TAM,"('BSB', 'SSA')"
30756,BSB,THE,318.0,TAM,"('BSB', 'THE')"
30757,BSB,THE,8676.0,TAM,"('BSB', 'THE')"
30758,BSB,VIX,318.0,TAM,"('BSB', 'VIX')"
30759,BSB,VIX,8244.0,TAM,"('BSB', 'VIX')"
30760,BVB,BSB,174.0,TAM,"('BSB', 'BVB')"
30761,BVB,BSB,5100.0,TAM,"('BSB', 'BVB')"
30762,BVB,MAO,1566.0,TAM,"('BVB', 'MAO')"
30763,CNF,MIA,0.0,TAM,"('CNF', 'MIA')"
30764,CNF,BSB,978.0,TAM,"('BSB', 'CNF')"
30765,CNF,BSB,19156.0,TAM,"('BSB', 'CNF')"
30766,CNF,FOR,696.0,TAM,"('CNF', 'FOR')"
30767,CNF,GRU,0.0,TAM,"('CNF', 'GRU')"
30768,CNF,GRU,1008.0,TAM,"('CNF', 'GRU')"
30769,CNF,GRU,32974.0,TAM,"('CNF', 'GRU')"
30770,CNF,BPS,606.0,TAM,"('BPS', 'CNF')"
30771,CNF,BPS,5016.0,TAM,"('BPS', 'CNF')"
30772,CNF,SDU,576.0,TAM,"('CNF', 'SDU')"
30773,CNF,SDU,15696.0,TAM,"('CNF', 'SDU')"
30774,CNF,CGH,0.0,TAM,"('CGH', 'CNF')"
30775,CNF,CGH,1446.0,TAM,"('CGH', 'CNF')"
30776,CNF,CGH,42870.0,TAM,"('CGH', 'CNF')"
30777,CNF,SSA,1760.0,TAM,"('CNF', 'SSA')"
30778,CNF,UNA,432.0,TAM,"('CNF', 'UNA')"
30779,CNF,QSC,0.0,TAM,"('CNF', 'QSC')"
30780,CGR,BSB,684.0,TAM,"('BSB', 'CGR')"
30781,CGR,BSB,10276.0,TAM,"('BSB', 'CGR')"
30782,CGR,GRU,492.0,TAM,"('CGR', 'GRU')"
30783,CGR,GRU,14160.0,TAM,"('CGR', 'GRU')"
30784,CGR,CGH,492.0,TAM,"('CGH', 'CGR')"
30785,CGR,CGH,8520.0,TAM,"('CGH', 'CGR')"
30786,CLV,GRU,1914.0,TAM,"('CLV', 'GRU')"
30787,CLV,CGH,1128.0,TAM,"('CGH', 'CLV')"
30788,CWB,BSB,660.0,TAM,"('BSB', 'CWB')"
30789,CWB,BSB,12428.0,TAM,"('BSB', 'CWB')"
30790,CWB,IGU,1054.0,TAM,"('CWB', 'IGU')"
30791,CWB,FOR,742.0,TAM,"('CWB', 'FOR')"
30792,CWB,GIG,1272.0,TAM,"('CWB', 'GIG')"
30793,CWB,GRU,1796.0,TAM,"('CWB', 'GRU')"
30794,CWB,GRU,43814.0,TAM,"('CWB', 'GRU')"
30795,CWB,JOI,0.0,TAM,"('CWB', 'JOI')"
30796,CWB,POA,0.0,TAM,"('CWB', 'POA')"
30797,CWB,CGH,0.0,TAM,"('CGH', 'CWB')"
30798,CWB,CGH,1548.0,TAM,"('CGH', 'CWB')"
30799,CWB,CGH,40488.0,TAM,"('CGH', 'CWB')"
30800,CGB,BSB,614.0,TAM,"('BSB', 'CGB')"
30801,CGB,BSB,9090.0,TAM,"('BSB', 'CGB')"
30802,CGB,GRU,348.0,TAM,"('CGB', 'GRU')"
30803,CGB,CGH,666.0,TAM,"('CGB', 'CGH')"
30804,CGB,CGH,17430.0,TAM,"('CGB', 'CGH')"
30805,MAO,MIA,696.0,TAM,"('MAO', 'MIA')"
30806,MAO,BEL,174.0,TAM,"('BEL', 'MAO')"
30807,MAO,BEL,6502.0,TAM,"('BEL', 'MAO')"
30808,MAO,BSB,614.0,TAM,"('BSB', 'MAO')"
30809,MAO,BSB,17064.0,TAM,"('BSB', 'MAO')"
30810,MAO,BVB,1566.0,TAM,"('BVB', 'MAO')"
30811,MAO,FOR,1714.0,TAM,"('FOR', 'MAO')"
30812,MAO,GIG,1576.0,TAM,"('GIG', 'MAO')"
30813,MAO,GRU,881.0,TAM,"('GRU', 'MAO')"
30814,MAO,GRU,22091.0,TAM,"('GRU', 'MAO')"
30815,IGU,BSB,880.0,TAM,"('BSB', 'IGU')"
30816,IGU,CWB,880.0,TAM,"('CWB', 'IGU')"
30817,IGU,GIG,348.0,TAM,"('GIG', 'IGU')"
30818,IGU,GIG,8332.0,TAM,"('GIG', 'IGU')"
30819,IGU,GRU,1054.0,TAM,"('GRU', 'IGU')"
30820,IGU,GRU,23800.0,TAM,"('GRU', 'IGU')"
30821,IGU,SDU,1152.0,TAM,"('IGU', 'SDU')"
30822,IGU,CGH,174.0,TAM,"('CGH', 'IGU')"
30823,IGU,CGH,6948.0,TAM,"('CGH', 'IGU')"
30824,IGU,SCL,220.0,TAM,"('IGU', 'SCL')"
30825,FLN,BSB,336.0,TAM,"('BSB', 'FLN')"
30826,FLN,BSB,8428.0,TAM,"('BSB', 'FLN')"
30827,FLN,CWB,220.0,TAM,"('CWB', 'FLN')"
30828,FLN,GRU,996.0,TAM,"('FLN', 'GRU')"
30829,FLN,GRU,27746.0,TAM,"('FLN', 'GRU')"
30830,FLN,JJG,174.0,TAM,"('FLN', 'JJG')"
30831,FLN,NVT,174.0,TAM,"('FLN', 'NVT')"
30832,FLN,CGH,0.0,TAM,"('CGH', 'FLN')"
30833,FLN,CGH,798.0,TAM,"('CGH', 'FLN')"
30834,FLN,CGH,22884.0,TAM,"('CGH', 'FLN')"
30835,FOR,MIA,238.0,TAM,"('FOR', 'MIA')"
30836,FOR,MIA,4998.0,TAM,"('FOR', 'MIA')"
30837,FOR,CDG,339.0,TAM,"('CDG', 'FOR')"
30838,FOR,BEL,220.0,TAM,"('BEL', 'FOR')"
30839,FOR,BEL,6416.0,TAM,"('BEL', 'FOR')"
30840,FOR,BSB,950.0,TAM,"('BSB', 'FOR')"
30841,FOR,BSB,25534.0,TAM,"('BSB', 'FOR')"
30842,FOR,CNF,0.0,TAM,"('CNF', 'FOR')"
30843,FOR,CNF,880.0,TAM,"('CNF', 'FOR')"
30844,FOR,CWB,742.0,TAM,"('CWB', 'FOR')"
30845,FOR,MAO,1714.0,TAM,"('FOR', 'MAO')"
30846,FOR,FOR,0.0,TAM,"('FOR', 'FOR')"
30847,FOR,GIG,220.0,TAM,"('FOR', 'GIG')"
30848,FOR,GIG,4728.0,TAM,"('FOR', 'GIG')"
30849,FOR,GRU,2154.0,TAM,"('FOR', 'GRU')"
30850,FOR,GRU,50532.0,TAM,"('FOR', 'GRU')"
30851,FOR,IMP,,TAM,"('FOR', 'IMP')"
30852,FOR,POA,880.0,TAM,"('FOR', 'POA')"
30853,FOR,REC,348.0,TAM,"('FOR', 'REC')"
30854,FOR,REC,11266.0,TAM,"('FOR', 'REC')"
30855,FOR,NAT,220.0,TAM,"('FOR', 'NAT')"
30856,FOR,NAT,7158.0,TAM,"('FOR', 'NAT')"
30857,FOR,SLZ,394.0,TAM,"('FOR', 'SLZ')"
30858,FOR,SLZ,11590.0,TAM,"('FOR', 'SLZ')"
30859,FOR,CGH,,TAM,"('CGH', 'FOR')"
30860,FOR,SSA,394.0,TAM,"('FOR', 'SSA')"
30861,FOR,SSA,5880.0,TAM,"('FOR', 'SSA')"
30862,FOR,THE,174.0,TAM,"('FOR', 'THE')"
30863,FOR,THE,6588.0,TAM,"('FOR', 'THE')"
30864,FOR,VIX,174.0,TAM,"('FOR', 'VIX')"
30865,FOR,VIX,4494.0,TAM,"('FOR', 'VIX')"
30866,GIG,EZE,174.0,TAM,"('EZE', 'GIG')"
30867,GIG,EZE,5220.0,TAM,"('EZE', 'GIG')"
30868,GIG,BEL,174.0,TAM,"('BEL', 'GIG')"
30869,GIG,BEL,3700.0,TAM,"('BEL', 'GIG')"
30870,GIG,BSB,822.0,TAM,"('BSB', 'GIG')"
30871,GIG,BSB,14576.0,TAM,"('BSB', 'GIG')"
30872,GIG,CWB,1750.0,TAM,"('CWB', 'GIG')"
30873,GIG,MAO,1576.0,TAM,"('GIG', 'MAO')"
30874,GIG,IGU,348.0,TAM,"('GIG', 'IGU')"
30875,GIG,IGU,8424.0,TAM,"('GIG', 'IGU')"
30876,GIG,FOR,220.0,TAM,"('FOR', 'GIG')"
30877,GIG,FOR,4774.0,TAM,"('FOR', 'GIG')"
30878,GIG,GIG,0.0,TAM,"('GIG', 'GIG')"
30879,GIG,GYN,696.0,TAM,"('GIG', 'GYN')"
30880,GIG,GRU,0.0,TAM,"('GIG', 'GRU')"
30881,GIG,GRU,1280.0,TAM,"('GIG', 'GRU')"
30882,GIG,GRU,30978.0,TAM,"('GIG', 'GRU')"
30883,GIG,MCZ,1760.0,TAM,"('GIG', 'MCZ')"
30884,GIG,POA,0.0,TAM,"('GIG', 'POA')"
30885,GIG,POA,174.0,TAM,"('GIG', 'POA')"
30886,GIG,SDU,0.0,TAM,"('GIG', 'SDU')"
30887,GIG,NAT,174.0,TAM,"('GIG', 'NAT')"
30888,GIG,NAT,5402.0,TAM,"('GIG', 'NAT')"
30889,GIG,CGH,0.0,TAM,"('CGH', 'GIG')"
30890,GIG,CGH,492.0,TAM,"('CGH', 'GIG')"
30891,GIG,CGH,10704.0,TAM,"('CGH', 'GIG')"
30892,GIG,VIX,1272.0,TAM,"('GIG', 'VIX')"
30893,GIG,SCL,870.0,TAM,"('GIG', 'SCL')"
30894,GIG,SCL,14662.0,TAM,"('GIG', 'SCL')"
30895,GIG,ASU,,TAM,"('ASU', 'GIG')"
30896,GIG,ASU,,TAM,"('ASU', 'GIG')"
30897,GIG,MVD,0.0,TAM,"('GIG', 'MVD')"
30898,GIG,MVD,2134.0,TAM,"('GIG', 'MVD')"
30899,GYN,BSB,348.0,TAM,"('BSB', 'GYN')"
30900,GYN,BSB,9024.0,TAM,"('BSB', 'GYN')"
30901,GYN,GIG,696.0,TAM,"('GIG', 'GYN')"
30902,GYN,GRU,336.0,TAM,"('GRU', 'GYN')"
30903,GYN,GRU,11610.0,TAM,"('GRU', 'GYN')"
30904,GYN,BPS,696.0,TAM,"('BPS', 'GYN')"
30905,GYN,BPS,,TAM,"('BPS', 'GYN')"
30906,GYN,SDU,576.0,TAM,"('GYN', 'SDU')"
30907,GYN,CGH,954.0,TAM,"('CGH', 'GYN')"
30908,GYN,CGH,26184.0,TAM,"('CGH', 'GYN')"
30909,GYN,SSA,174.0,TAM,"('GYN', 'SSA')"
30910,GRU,FRA,758.0,TAM,"('FRA', 'GRU')"
30911,GRU,FRA,10612.0,TAM,"('FRA', 'GRU')"
30912,GRU,LHR,758.0,TAM,"('GRU', 'LHR')"
30913,GRU,LHR,10991.0,TAM,"('GRU', 'LHR')"
30914,GRU,JNB,221.0,TAM,"('GRU', 'JNB')"
30915,GRU,JNB,4420.0,TAM,"('GRU', 'JNB')"
30916,GRU,BOS,442.0,TAM,"('BOS', 'GRU')"
30917,GRU,BOS,4420.0,TAM,"('BOS', 'GRU')"
30918,GRU,JFK,339.0,TAM,"('GRU', 'JFK')"
30919,GRU,JFK,10170.0,TAM,"('GRU', 'JFK')"
30920,GRU,MCO,339.0,TAM,"('GRU', 'MCO')"
30921,GRU,MCO,10494.0,TAM,"('GRU', 'MCO')"
30922,GRU,MIA,758.0,TAM,"('GRU', 'MIA')"
30923,GRU,MIA,23079.0,TAM,"('GRU', 'MIA')"
30924,GRU,BCN,339.0,TAM,"('BCN', 'GRU')"
30925,GRU,BCN,8164.0,TAM,"('BCN', 'GRU')"
30926,GRU,MAD,718.0,TAM,"('GRU', 'MAD')"
30927,GRU,MAD,10431.0,TAM,"('GRU', 'MAD')"
30928,GRU,CDG,678.0,TAM,"('CDG', 'GRU')"
30929,GRU,CDG,9492.0,TAM,"('CDG', 'GRU')"
30930,GRU,MXP,442.0,TAM,"('GRU', 'MXP')"
30931,GRU,MXP,6409.0,TAM,"('GRU', 'MXP')"
30932,GRU,FCO,221.0,TAM,"('FCO', 'GRU')"
30933,GRU,FCO,6409.0,TAM,"('FCO', 'GRU')"
30934,GRU,LIS,5525.0,TAM,"('GRU', 'LIS')"
30935,GRU,MEX,442.0,TAM,"('GRU', 'MEX')"
30936,GRU,MEX,6409.0,TAM,"('GRU', 'MEX')"
30937,GRU,AUH,0.0,TAM,"('AUH', 'GRU')"
30938,GRU,ROS,174.0,TAM,"('GRU', 'ROS')"
30939,GRU,EZE,0.0,TAM,"('EZE', 'GRU')"
30940,GRU,EZE,1310.0,TAM,"('EZE', 'GRU')"
30941,GRU,EZE,28328.0,TAM,"('EZE', 'GRU')"
30942,GRU,MDZ,2262.0,TAM,"('GRU', 'MDZ')"
30943,GRU,BRC,1310.0,TAM,"('BRC', 'GRU')"
30944,GRU,BRC,6264.0,TAM,"('BRC', 'GRU')"
30947,GRU,AJU,440.0,TAM,"('AJU', 'GRU')"
30948,GRU,AJU,6242.0,TAM,"('AJU', 'GRU')"
30949,GRU,BEL,394.0,TAM,"('BEL', 'GRU')"
30950,GRU,BEL,16848.0,TAM,"('BEL', 'GRU')"
30951,GRU,BSB,0.0,TAM,"('BSB', 'GRU')"
30952,GRU,BSB,1008.0,TAM,"('BSB', 'GRU')"
30953,GRU,BSB,29044.0,TAM,"('BSB', 'GRU')"
30954,GRU,CNF,0.0,TAM,"('CNF', 'GRU')"
30955,GRU,CNF,1344.0,TAM,"('CNF', 'GRU')"
30956,GRU,CNF,33014.0,TAM,"('CNF', 'GRU')"
30957,GRU,CGR,492.0,TAM,"('CGR', 'GRU')"
30958,GRU,CGR,14160.0,TAM,"('CGR', 'GRU')"
30959,GRU,CLV,1914.0,TAM,"('CLV', 'GRU')"
30960,GRU,CWB,1610.0,TAM,"('CWB', 'GRU')"
30961,GRU,CWB,44488.0,TAM,"('CWB', 'GRU')"
30962,GRU,CGB,174.0,TAM,"('CGB', 'GRU')"
30963,GRU,MAO,1102.0,TAM,"('GRU', 'MAO')"
30964,GRU,MAO,22008.0,TAM,"('GRU', 'MAO')"
30965,GRU,IGU,880.0,TAM,"('GRU', 'IGU')"
30966,GRU,IGU,23372.0,TAM,"('GRU', 'IGU')"
30967,GRU,FLN,1158.0,TAM,"('FLN', 'GRU')"
30968,GRU,FLN,27862.0,TAM,"('FLN', 'GRU')"
30969,GRU,FOR,2201.0,TAM,"('FOR', 'GRU')"
30970,GRU,FOR,50767.0,TAM,"('FOR', 'GRU')"
30971,GRU,GIG,0.0,TAM,"('GIG', 'GRU')"
30972,GRU,GIG,1296.0,TAM,"('GIG', 'GRU')"
30973,GRU,GIG,30578.0,TAM,"('GIG', 'GRU')"
30974,GRU,GYN,348.0,TAM,"('GRU', 'GYN')"
30975,GRU,GYN,11610.0,TAM,"('GRU', 'GYN')"
30976,GRU,GRU,0.0,TAM,"('GRU', 'GRU')"
30977,GRU,IOS,144.0,TAM,"('GRU', 'IOS')"
30978,GRU,IOS,3024.0,TAM,"('GRU', 'IOS')"
30979,GRU,IMP,348.0,TAM,"('GRU', 'IMP')"
30980,GRU,IMP,5004.0,TAM,"('GRU', 'IMP')"
30981,GRU,JPA,660.0,TAM,"('GRU', 'JPA')"
30982,GRU,JPA,11370.0,TAM,"('GRU', 'JPA')"
30983,GRU,LDB,348.0,TAM,"('GRU', 'LDB')"
30984,GRU,LDB,9414.0,TAM,"('GRU', 'LDB')"
30985,GRU,MCZ,1048.0,TAM,"('GRU', 'MCZ')"
30986,GRU,MCZ,21494.0,TAM,"('GRU', 'MCZ')"
30987,GRU,NVT,288.0,TAM,"('GRU', 'NVT')"
