,iata_departure,iata_arrival,seats,airline,group_col
0,ORY,VCP,4592.0,AAF,"('ORY', 'VCP')"
1,VCP,ORY,4592.0,AAF,"('ORY', 'VCP')"
2,ORY,VCP,4592.0,AAF,"('ORY', 'VCP')"
3,VCP,ORY,4592.0,AAF,"('ORY', 'VCP')"
4,ORY,VCP,4879.0,AAF,"('ORY', 'VCP')"
5,VCP,ORY,5453.0,AAF,"('ORY', 'VCP')"
6,ORY,VCP,6314.0,AAF,"('ORY', 'VCP')"
7,VCP,ORY,5740.0,AAF,"('ORY', 'VCP')"
8,ORY,VCP,6314.0,AAF,"('ORY', 'VCP')"
9,VCP,ORY,6314.0,AAF,"('ORY', 'VCP')"
10,ORY,VCP,5453.0,AAF,"('ORY', 'VCP')"
11,ORY,VCP,287.0,AAF,"('ORY', 'VCP')"
12,VCP,ORY,5740.0,AAF,"('ORY', 'VCP')"
13,ORY,VCP,5166.0,AAF,"('ORY', 'VCP')"
14,VCP,ORY,5166.0,AAF,"('ORY', 'VCP')"
15,DFW,GRU,9424.0,AAL,"('DFW', 'GRU')"
16,JFK,GIG,8432.0,AAL,"('GIG', 'JFK')"
17,JFK,GRU,9424.0,AAL,"('GRU', 'JFK')"
18,LAX,GRU,5396.0,AAL,"('GRU', 'LAX')"
19,MIA,BSB,5130.0,AAL,"('BSB', 'MIA')"
20,MIA,MAO,3943.0,AAL,"('MAO', 'MIA')"
21,MIA,GIG,16352.0,AAL,"('GIG', 'MIA')"
22,MIA,GRU,17115.0,AAL,"('GRU', 'MIA')"
23,BSB,MIA,5130.0,AAL,"('BSB', 'MIA')"
24,MAO,MIA,4101.0,AAL,"('MAO', 'MIA')"
25,GIG,JFK,8432.0,AAL,"('GIG', 'JFK')"
26,GIG,MIA,16864.0,AAL,"('GIG', 'MIA')"
27,GIG,GIG,272.0,AAL,"('GIG', 'GIG')"
28,GRU,DFW,9120.0,AAL,"('DFW', 'GRU')"
29,GRU,JFK,9424.0,AAL,"('GRU', 'JFK')"
30,GRU,LAX,4544.0,AAL,"('GRU', 'LAX')"
31,GRU,MIA,18432.0,AAL,"('GRU', 'MIA')"
32,DFW,GRU,8512.0,AAL,"('DFW', 'GRU')"
33,JFK,GIG,7616.0,AAL,"('GIG', 'JFK')"
34,JFK,GRU,8784.0,AAL,"('GRU', 'JFK')"
35,LAX,BSB,284.0,AAL,"('BSB', 'LAX')"
36,LAX,GRU,4260.0,AAL,"('GRU', 'LAX')"
37,MIA,BSB,4446.0,AAL,"('BSB', 'MIA')"
38,MIA,MAO,128.0,AAL,"('MAO', 'MIA')"
39,MIA,MAO,3456.0,AAL,"('MAO', 'MIA')"
40,MIA,GIG,10880.0,AAL,"('GIG', 'MIA')"
41,MIA,GRU,16650.0,AAL,"('GRU', 'MIA')"
42,BSB,MIA,4788.0,AAL,"('BSB', 'MIA')"
43,MAO,MIA,3584.0,AAL,"('MAO', 'MIA')"
44,GIG,JFK,7616.0,AAL,"('GIG', 'JFK')"
45,GIG,MIA,11152.0,AAL,"('GIG', 'MIA')"
46,GIG,GRU,272.0,AAL,"('GIG', 'GRU')"
47,GRU,DFW,8512.0,AAL,"('DFW', 'GRU')"
48,GRU,JFK,8512.0,AAL,"('GRU', 'JFK')"
49,GRU,LAX,4544.0,AAL,"('GRU', 'LAX')"
50,GRU,MIA,272.0,AAL,"('GRU', 'MIA')"
51,GRU,MIA,16128.0,AAL,"('GRU', 'MIA')"
52,DFW,GRU,9120.0,AAL,"('DFW', 'GRU')"
53,JFK,GIG,7888.0,AAL,"('GIG', 'JFK')"
54,JFK,GRU,9424.0,AAL,"('GRU', 'JFK')"
55,LAX,GRU,5396.0,AAL,"('GRU', 'LAX')"
56,MIA,BSB,5301.0,AAL,"('BSB', 'MIA')"
57,MIA,MAO,3840.0,AAL,"('MAO', 'MIA')"
58,MIA,GIG,9040.0,AAL,"('GIG', 'MIA')"
59,MIA,GRU,16944.0,AAL,"('GRU', 'MIA')"
60,BSB,MIA,5130.0,AAL,"('BSB', 'MIA')"
61,MAO,MIA,4096.0,AAL,"('MAO', 'MIA')"
62,GIG,JFK,7920.0,AAL,"('GIG', 'JFK')"
63,GIG,MIA,8432.0,AAL,"('GIG', 'MIA')"
64,GRU,DFW,9120.0,AAL,"('DFW', 'GRU')"
65,GRU,JFK,9696.0,AAL,"('GRU', 'JFK')"
66,GRU,LAX,4828.0,AAL,"('GRU', 'LAX')"
67,GRU,MIA,18299.0,AAL,"('GRU', 'MIA')"
68,DFW,GRU,8784.0,AAL,"('DFW', 'GRU')"
69,JFK,GRU,9424.0,AAL,"('GRU', 'JFK')"
70,LAX,BSB,284.0,AAL,"('BSB', 'LAX')"
71,LAX,GRU,4544.0,AAL,"('GRU', 'LAX')"
72,MIA,BSB,171.0,AAL,"('BSB', 'MIA')"
73,MIA,BSB,5450.0,AAL,"('BSB', 'MIA')"
74,MIA,MAO,3984.0,AAL,"('MAO', 'MIA')"
75,MIA,GIG,7888.0,AAL,"('GIG', 'MIA')"
76,MIA,GRU,272.0,AAL,"('GRU', 'MIA')"
77,MIA,GRU,16432.0,AAL,"('GRU', 'MIA')"
78,PTY,GRU,304.0,AAL,"('GRU', 'PTY')"
79,BSB,MIA,5236.0,AAL,"('BSB', 'MIA')"
80,MAO,MIA,3584.0,AAL,"('MAO', 'MIA')"
81,GIG,MIA,8160.0,AAL,"('GIG', 'MIA')"
82,GRU,DFW,9088.0,AAL,"('DFW', 'GRU')"
83,GRU,JFK,8816.0,AAL,"('GRU', 'JFK')"
84,GRU,LAX,4816.0,AAL,"('GRU', 'LAX')"
85,GRU,MIA,17248.0,AAL,"('GRU', 'MIA')"
86,DFW,GRU,9728.0,AAL,"('DFW', 'GRU')"
87,JFK,GRU,9392.0,AAL,"('GRU', 'JFK')"
88,LAX,GRU,4828.0,AAL,"('GRU', 'LAX')"
89,MIA,BSB,4826.0,AAL,"('BSB', 'MIA')"
90,MIA,BVB,128.0,AAL,"('BVB', 'MIA')"
91,MIA,MAO,2560.0,AAL,"('MAO', 'MIA')"
92,MIA,GIG,7888.0,AAL,"('GIG', 'MIA')"
93,MIA,GRU,18598.0,AAL,"('GRU', 'MIA')"
94,MIA,STM,128.0,AAL,"('MIA', 'STM')"
95,BSB,MIA,5130.0,AAL,"('BSB', 'MIA')"
96,BVB,MAO,128.0,AAL,"('BVB', 'MAO')"
97,MAO,MIA,2944.0,AAL,"('MAO', 'MIA')"
98,GIG,MIA,8435.0,AAL,"('GIG', 'MIA')"
99,GRU,DFW,9120.0,AAL,"('DFW', 'GRU')"
100,GRU,JFK,9424.0,AAL,"('GRU', 'JFK')"
101,GRU,LAX,5112.0,AAL,"('GRU', 'LAX')"
102,GRU,MIA,17387.0,AAL,"('GRU', 'MIA')"
103,GRU,GRU,304.0,AAL,"('GRU', 'GRU')"
104,STM,MAO,128.0,AAL,"('MAO', 'STM')"
105,DFW,GRU,9056.0,AAL,"('DFW', 'GRU')"
106,JFK,GIG,304.0,AAL,"('GIG', 'JFK')"
107,JFK,GRU,8816.0,AAL,"('GRU', 'JFK')"
108,LAX,GRU,5112.0,AAL,"('GRU', 'LAX')"
109,MIA,BSB,5733.0,AAL,"('BSB', 'MIA')"
110,MIA,MAO,3328.0,AAL,"('MAO', 'MIA')"
111,MIA,GIG,8464.0,AAL,"('GIG', 'MIA')"
112,MIA,GRU,16560.0,AAL,"('GRU', 'MIA')"
113,BSB,MIA,5154.0,AAL,"('BSB', 'MIA')"
114,MAO,MIA,3456.0,AAL,"('MAO', 'MIA')"
115,GIG,MIA,8160.0,AAL,"('GIG', 'MIA')"
116,GRU,DFW,9088.0,AAL,"('DFW', 'GRU')"
117,GRU,JFK,9088.0,AAL,"('GRU', 'JFK')"
118,GRU,LAX,4544.0,AAL,"('GRU', 'LAX')"
119,GRU,MIA,17312.0,AAL,"('GRU', 'MIA')"
120,DFW,GRU,9424.0,AAL,"('DFW', 'GRU')"
121,JFK,GRU,9424.0,AAL,"('GRU', 'JFK')"
122,LAX,GRU,4828.0,AAL,"('GRU', 'LAX')"
124,MIA,BSB,3460.0,AAL,"('BSB', 'MIA')"
125,MIA,MAO,3884.0,AAL,"('MAO', 'MIA')"
126,MIA,GIG,9312.0,AAL,"('GIG', 'MIA')"
127,MIA,GRU,17939.0,AAL,"('GRU', 'MIA')"
128,BSB,MIA,3460.0,AAL,"('BSB', 'MIA')"
129,MAO,MIA,3884.0,AAL,"('MAO', 'MIA')"
130,GIG,MIA,8160.0,AAL,"('GIG', 'MIA')"
131,GIG,GRU,304.0,AAL,"('GIG', 'GRU')"
132,GRU,DFW,9120.0,AAL,"('DFW', 'GRU')"
133,GRU,JFK,9424.0,AAL,"('GRU', 'JFK')"
134,GRU,LAX,5117.0,AAL,"('GRU', 'LAX')"
135,GRU,MIA,17584.0,AAL,"('GRU', 'MIA')"
136,GRU,SJU,272.0,AAL,"('GRU', 'SJU')"
137,DFW,GRU,9424.0,AAL,"('DFW', 'GRU')"
138,JFK,GRU,9392.0,AAL,"('GRU', 'JFK')"
139,LAX,GRU,5100.0,AAL,"('GRU', 'LAX')"
140,MIA,BSB,3145.0,AAL,"('BSB', 'MIA')"
141,MIA,MAO,3969.0,AAL,"('MAO', 'MIA')"
142,MIA,GIG,8464.0,AAL,"('GIG', 'MIA')"
143,MIA,GRU,17871.0,AAL,"('GRU', 'MIA')"
144,BSB,MIA,2799.0,AAL,"('BSB', 'MIA')"
145,BSB,PBI,173.0,AAL,"('BSB', 'PBI')"
146,MAO,MIA,3968.0,AAL,"('MAO', 'MIA')"
147,GIG,MIA,8192.0,AAL,"('GIG', 'MIA')"
148,GRU,DFW,9424.0,AAL,"('DFW', 'GRU')"
149,GRU,JFK,9392.0,AAL,"('GRU', 'JFK')"
150,GRU,LAX,4828.0,AAL,"('GRU', 'LAX')"
151,GRU,MIA,18128.0,AAL,"('GRU', 'MIA')"
152,DFW,GRU,8208.0,AAL,"('DFW', 'GRU')"
153,JFK,GRU,8816.0,AAL,"('GRU', 'JFK')"
154,LAX,GRU,4544.0,AAL,"('GRU', 'LAX')"
155,MIA,BSB,2321.0,AAL,"('BSB', 'MIA')"
156,MIA,BVB,128.0,AAL,"('BVB', 'MIA')"
157,MIA,MAO,2304.0,AAL,"('MAO', 'MIA')"
158,MIA,GIG,7376.0,AAL,"('GIG', 'MIA')"
159,MIA,GRU,16688.0,AAL,"('GRU', 'MIA')"
160,PUJ,BSB,173.0,AAL,"('BSB', 'PUJ')"
161,BSB,MIA,2941.0,AAL,"('BSB', 'MIA')"
162,BVB,MAO,128.0,AAL,"('BVB', 'MAO')"
163,MAO,MIA,2944.0,AAL,"('MAO', 'MIA')"
164,GIG,MIA,7648.0,AAL,"('GIG', 'MIA')"
165,GRU,DFW,8512.0,AAL,"('DFW', 'GRU')"
166,GRU,JFK,8512.0,AAL,"('GRU', 'JFK')"
167,GRU,LAX,4544.0,AAL,"('GRU', 'LAX')"
168,GRU,MIA,304.0,AAL,"('GRU', 'MIA')"
169,GRU,MIA,15868.0,AAL,"('GRU', 'MIA')"
170,SJU,BSB,346.0,AAL,"('BSB', 'SJU')"
171,DFW,GRU,9120.0,AAL,"('DFW', 'GRU')"
172,JFK,GRU,8816.0,AAL,"('GRU', 'JFK')"
173,LAX,GRU,5112.0,AAL,"('GRU', 'LAX')"
174,MIA,BSB,3222.0,AAL,"('BSB', 'MIA')"
175,MIA,MAO,2688.0,AAL,"('MAO', 'MIA')"
176,MIA,GIG,8432.0,AAL,"('GIG', 'MIA')"
177,MIA,GRU,17552.0,AAL,"('GRU', 'MIA')"
178,BSB,MIA,2977.0,AAL,"('BSB', 'MIA')"
179,MAO,MIA,2560.0,AAL,"('MAO', 'MIA')"
180,GIG,MIA,8160.0,AAL,"('GIG', 'MIA')"
181,GIG,GRU,272.0,AAL,"('GIG', 'GRU')"
182,GRU,DFW,9728.0,AAL,"('DFW', 'GRU')"
183,GRU,JFK,9424.0,AAL,"('GRU', 'JFK')"
184,GRU,LAX,4828.0,AAL,"('GRU', 'LAX')"
185,GRU,MIA,17856.0,AAL,"('GRU', 'MIA')"
186,DFW,GRU,9120.0,AAL,"('DFW', 'GRU')"
187,JFK,GRU,9120.0,AAL,"('GRU', 'JFK')"
188,LAX,GRU,3976.0,AAL,"('GRU', 'LAX')"
189,MIA,BSB,2769.0,AAL,"('BSB', 'MIA')"
190,MIA,MAO,2893.0,AAL,"('MAO', 'MIA')"
191,MIA,GIG,7072.0,AAL,"('GIG', 'MIA')"
192,MIA,GRU,272.0,AAL,"('GRU', 'MIA')"
193,MIA,GRU,16528.0,AAL,"('GRU', 'MIA')"
194,BSB,MIA,3554.0,AAL,"('BSB', 'MIA')"
195,MAO,MIA,3072.0,AAL,"('MAO', 'MIA')"
196,MAO,MVD,204.0,AAL,"('MAO', 'MVD')"
197,GIG,MIA,272.0,AAL,"('GIG', 'MIA')"
198,GIG,MIA,7344.0,AAL,"('GIG', 'MIA')"
199,GRU,DFW,9404.0,AAL,"('DFW', 'GRU')"
200,GRU,JFK,8816.0,AAL,"('GRU', 'JFK')"
201,GRU,LAX,4828.0,AAL,"('GRU', 'LAX')"
202,GRU,MIA,272.0,AAL,"('GRU', 'MIA')"
203,GRU,MIA,16400.0,AAL,"('GRU', 'MIA')"
204,DFW,GRU,304.0,AAL,"('DFW', 'GRU')"
205,DFW,GRU,8784.0,AAL,"('DFW', 'GRU')"
206,JFK,GIG,3808.0,AAL,"('GIG', 'JFK')"
207,JFK,GRU,304.0,AAL,"('GRU', 'JFK')"
208,JFK,GRU,9120.0,AAL,"('GRU', 'JFK')"
209,LAX,GRU,4828.0,AAL,"('GRU', 'LAX')"
210,MIA,BSB,4541.0,AAL,"('BSB', 'MIA')"
211,MIA,MAO,3760.0,AAL,"('MAO', 'MIA')"
212,MIA,GIG,7920.0,AAL,"('GIG', 'MIA')"
213,MIA,GRU,17824.0,AAL,"('GRU', 'MIA')"
214,PTY,GRU,304.0,AAL,"('GRU', 'PTY')"
215,BSB,MIA,4678.0,AAL,"('BSB', 'MIA')"
216,MAO,MIA,3472.0,AAL,"('MAO', 'MIA')"
217,GIG,JFK,3264.0,AAL,"('GIG', 'JFK')"
218,GIG,MCO,272.0,AAL,"('GIG', 'MCO')"
219,GIG,MIA,7888.0,AAL,"('GIG', 'MIA')"
220,GRU,DFW,9392.0,AAL,"('DFW', 'GRU')"
221,GRU,JFK,8816.0,AAL,"('GRU', 'JFK')"
222,GRU,LAX,4260.0,AAL,"('GRU', 'LAX')"
223,GRU,MIA,18444.0,AAL,"('GRU', 'MIA')"
224,CRL,GIG,,ABB,"('CRL', 'GIG')"
225,CDG,GIG,257.0,ABB,"('CDG', 'GIG')"
227,ATL,SJK,0.0,ABW,"('ATL', 'SJK')"
228,SJK,TFS,0.0,ABW,"('SJK', 'TFS')"
229,SJK,SVO,,ABW,"('SJK', 'SVO')"
230,SJK,PEK,,ABW,"('PEK', 'SJK')"
231,YYZ,GRU,13950.0,ACA,"('GRU', 'YYZ')"
232,GRU,YYZ,13950.0,ACA,"('GRU', 'YYZ')"
233,YYZ,GRU,12600.0,ACA,"('GRU', 'YYZ')"
234,GRU,YYZ,12150.0,ACA,"('GRU', 'YYZ')"
235,GRU,GRU,450.0,ACA,"('GRU', 'GRU')"
236,YYZ,GRU,13798.0,ACA,"('GRU', 'YYZ')"
237,GRU,YYZ,13798.0,ACA,"('GRU', 'YYZ')"
238,YYZ,GRU,8940.0,ACA,"('GRU', 'YYZ')"
239,GRU,YYZ,8940.0,ACA,"('GRU', 'YYZ')"
240,YYZ,GRU,9238.0,ACA,"('GRU', 'YYZ')"
241,GRU,YYZ,9238.0,ACA,"('GRU', 'YYZ')"
242,YYZ,GRU,8642.0,ACA,"('GRU', 'YYZ')"
243,GRU,YYZ,8642.0,ACA,"('GRU', 'YYZ')"
244,YYZ,GRU,9536.0,ACA,"('GRU', 'YYZ')"
245,GRU,YYZ,8940.0,ACA,"('GRU', 'YYZ')"
246,YYZ,GRU,8940.0,ACA,"('GRU', 'YYZ')"
247,GRU,YYZ,8940.0,ACA,"('GRU', 'YYZ')"
248,GRU,GRU,298.0,ACA,"('GRU', 'GRU')"
249,YYZ,GRU,8940.0,ACA,"('GRU', 'YYZ')"
250,GRU,YYZ,8940.0,ACA,"('GRU', 'YYZ')"
251,YYZ,GRU,9834.0,ACA,"('GRU', 'YYZ')"
252,GRU,YYZ,9238.0,ACA,"('GRU', 'YYZ')"
253,YYZ,GRU,8344.0,ACA,"('GRU', 'YYZ')"
254,GRU,YYZ,8940.0,ACA,"('GRU', 'YYZ')"
255,YUL,GRU,2682.0,ACA,"('GRU', 'YUL')"
256,YYZ,GRU,8940.0,ACA,"('GRU', 'YYZ')"
257,GRU,YUL,2682.0,ACA,"('GRU', 'YUL')"
258,GRU,YYZ,8940.0,ACA,"('GRU', 'YYZ')"
259,MAO,VCP,0.0,ACL,"('MAO', 'VCP')"
260,MAO,BOG,0.0,ACL,"('BOG', 'MAO')"
261,VCP,MAO,0.0,ACL,"('MAO', 'VCP')"
262,VCP,BOG,,ACL,"('BOG', 'VCP')"
263,SCL,VCP,0.0,ACL,"('SCL', 'VCP')"
264,BOG,MAO,0.0,ACL,"('BOG', 'MAO')"
265,BOG,VCP,,ACL,"('BOG', 'VCP')"
266,AAX,PLU,81.0,ACN,"('AAX', 'PLU')"
267,AAX,POJ,,ACN,"('AAX', 'POJ')"
269,PLU,AAX,,ACN,"('AAX', 'PLU')"
270,PLU,PLU,,ACN,"('PLU', 'PLU')"
271,PLU,GVR,81.0,ACN,"('GVR', 'PLU')"
272,PLU,IPN,90.0,ACN,"('IPN', 'PLU')"
273,PLU,POO,54.0,ACN,"('PLU', 'POO')"
274,PLU,VAG,36.0,ACN,"('PLU', 'VAG')"
275,PLU,AMJ,9.0,ACN,"('AMJ', 'PLU')"
277,PLU,DTI,63.0,ACN,"('DTI', 'PLU')"
280,PLU,POJ,117.0,ACN,"('PLU', 'POJ')"
282,PLU,TFL,252.0,ACN,"('PLU', 'TFL')"
286,PLU,PPY,18.0,ACN,"('PLU', 'PPY')"
287,GVR,PLU,54.0,ACN,"('GVR', 'PLU')"
288,GVR,IPN,18.0,ACN,"('GVR', 'IPN')"
289,IPN,PLU,90.0,ACN,"('IPN', 'PLU')"
290,IPN,GVR,36.0,ACN,"('GVR', 'IPN')"
291,POO,PLU,36.0,ACN,"('PLU', 'POO')"
292,POO,QDV,9.0,ACN,"('POO', 'QDV')"
293,POO,VAG,18.0,ACN,"('POO', 'VAG')"
294,POO,PPY,45.0,ACN,"('POO', 'PPY')"
295,VAG,PLU,63.0,ACN,"('PLU', 'VAG')"
296,VAG,POO,18.0,ACN,"('POO', 'VAG')"
297,VAG,PPY,9.0,ACN,"('PPY', 'VAG')"
298,AMJ,PLU,,ACN,"('AMJ', 'PLU')"
299,AMJ,DTI,81.0,ACN,"('AMJ', 'DTI')"
303,DTI,PLU,117.0,ACN,"('DTI', 'PLU')"
304,DTI,AMJ,,ACN,"('AMJ', 'DTI')"
309,PSW,PLU,9.0,ACN,"('PLU', 'PSW')"
310,POJ,AAX,18.0,ACN,"('AAX', 'POJ')"
311,POJ,PLU,45.0,ACN,"('PLU', 'POJ')"
316,TFL,PLU,270.0,ACN,"('PLU', 'TFL')"
324,PPY,PLU,27.0,ACN,"('PLU', 'PPY')"
325,PPY,POO,9.0,ACN,"('POO', 'PPY')"
326,PPY,VAG,27.0,ACN,"('PPY', 'VAG')"
327,AAX,PLU,72.0,ACN,"('AAX', 'PLU')"
328,AAX,POJ,9.0,ACN,"('AAX', 'POJ')"
330,PLU,AAX,9.0,ACN,"('AAX', 'PLU')"
331,PLU,PLU,,ACN,"('PLU', 'PLU')"
332,PLU,GVR,90.0,ACN,"('GVR', 'PLU')"
333,PLU,IPN,54.0,ACN,"('IPN', 'PLU')"
334,PLU,POO,9.0,ACN,"('PLU', 'POO')"
335,PLU,VAG,72.0,ACN,"('PLU', 'VAG')"
336,PLU,AMJ,,ACN,"('AMJ', 'PLU')"
338,PLU,DTI,81.0,ACN,"('DTI', 'PLU')"
341,PLU,PSW,9.0,ACN,"('PLU', 'PSW')"
342,PLU,POJ,99.0,ACN,"('PLU', 'POJ')"
344,PLU,TFL,252.0,ACN,"('PLU', 'TFL')"
348,PLU,PPY,27.0,ACN,"('PLU', 'PPY')"
349,GVR,PLU,72.0,ACN,"('GVR', 'PLU')"
350,GVR,IPN,9.0,ACN,"('GVR', 'IPN')"
351,IPN,PLU,54.0,ACN,"('IPN', 'PLU')"
352,IPN,GVR,9.0,ACN,"('GVR', 'IPN')"
353,POO,PLU,27.0,ACN,"('PLU', 'POO')"
354,POO,VAG,27.0,ACN,"('POO', 'VAG')"
355,POO,PPY,45.0,ACN,"('POO', 'PPY')"
356,VAG,PLU,54.0,ACN,"('PLU', 'VAG')"
357,VAG,POO,27.0,ACN,"('POO', 'VAG')"
358,VAG,PPY,45.0,ACN,"('PPY', 'VAG')"
359,AMJ,PLU,36.0,ACN,"('AMJ', 'PLU')"
360,AMJ,DTI,36.0,ACN,"('AMJ', 'DTI')"
364,DTI,PLU,45.0,ACN,"('DTI', 'PLU')"
365,DTI,AMJ,,ACN,"('AMJ', 'DTI')"
372,PSW,PLU,18.0,ACN,"('PLU', 'PSW')"
373,POJ,AAX,36.0,ACN,"('AAX', 'POJ')"
374,POJ,PLU,36.0,ACN,"('PLU', 'POJ')"
379,TFL,PLU,252.0,ACN,"('PLU', 'TFL')"
388,PPY,PLU,27.0,ACN,"('PLU', 'PPY')"
389,PPY,POO,63.0,ACN,"('POO', 'PPY')"
390,PPY,VAG,27.0,ACN,"('PPY', 'VAG')"
391,AAX,PLU,90.0,ACN,"('AAX', 'PLU')"
392,AAX,UDI,18.0,ACN,"('AAX', 'UDI')"
393,AAX,POJ,9.0,ACN,"('AAX', 'POJ')"
395,BEL,MEU,72.0,ACN,"('BEL', 'MEU')"
396,BEL,PTQ,,ACN,"('BEL', 'PTQ')"
397,BEL,BVS,,ACN,"('BEL', 'BVS')"
398,BEL,GGF,,ACN,"('BEL', 'GGF')"
399,PLU,AAX,9.0,ACN,"('AAX', 'PLU')"
400,PLU,PLU,9.0,ACN,"('PLU', 'PLU')"
401,PLU,GVR,99.0,ACN,"('GVR', 'PLU')"
402,PLU,POO,18.0,ACN,"('PLU', 'POO')"
403,PLU,VAG,45.0,ACN,"('PLU', 'VAG')"
404,PLU,AMJ,,ACN,"('AMJ', 'PLU')"
406,PLU,DTI,63.0,ACN,"('DTI', 'PLU')"
408,PLU,POJ,108.0,ACN,"('PLU', 'POJ')"
410,PLU,TFL,234.0,ACN,"('PLU', 'TFL')"
413,PLU,PPY,27.0,ACN,"('PLU', 'PPY')"
415,CGB,SXO,9.0,ACN,"('CGB', 'SXO')"
416,CGB,GGB,36.0,ACN,"('CGB', 'GGB')"
417,CGB,JIA,,ACN,"('CGB', 'JIA')"
418,CGB,TGQ,54.0,ACN,"('CGB', 'TGQ')"
419,MAO,MBZ,,ACN,"('MAO', 'MBZ')"
420,MAO,PIN,63.0,ACN,"('MAO', 'PIN')"
421,GVR,PLU,99.0,ACN,"('GVR', 'PLU')"
423,MEU,PTQ,9.0,ACN,"('MEU', 'PTQ')"
424,MEU,BVS,,ACN,"('BVS', 'MEU')"
425,MEU,GGF,63.0,ACN,"('GGF', 'MEU')"
426,POO,PLU,18.0,ACN,"('PLU', 'POO')"
427,POO,VAG,27.0,ACN,"('POO', 'VAG')"
428,POO,PPY,36.0,ACN,"('POO', 'PPY')"
429,UDI,AAX,9.0,ACN,"('AAX', 'UDI')"
430,UDI,POJ,36.0,ACN,"('POJ', 'UDI')"
431,VAG,PLU,63.0,ACN,"('PLU', 'VAG')"
432,VAG,POO,,ACN,"('POO', 'VAG')"
433,VAG,PPY,27.0,ACN,"('PPY', 'VAG')"
434,AMJ,PLU,9.0,ACN,"('AMJ', 'PLU')"
435,AMJ,DTI,54.0,ACN,"('AMJ', 'DTI')"
439,DTI,PLU,63.0,ACN,"('DTI', 'PLU')"
440,DTI,AMJ,9.0,ACN,"('AMJ', 'DTI')"
445,PTQ,BVS,63.0,ACN,"('BVS', 'PTQ')"
446,PTQ,GGF,9.0,ACN,"('GGF', 'PTQ')"
447,POJ,AAX,45.0,ACN,"('AAX', 'POJ')"
448,POJ,PLU,54.0,ACN,"('PLU', 'POJ')"
449,POJ,UDI,27.0,ACN,"('POJ', 'UDI')"
454,TFL,PLU,243.0,ACN,"('PLU', 'TFL')"
462,BVS,BEL,72.0,ACN,"('BEL', 'BVS')"
463,GGF,PTQ,63.0,ACN,"('GGF', 'PTQ')"
464,GGF,BVS,9.0,ACN,"('BVS', 'GGF')"
465,PPY,PLU,27.0,ACN,"('PLU', 'PPY')"
466,PPY,POO,27.0,ACN,"('POO', 'PPY')"
467,PPY,VAG,27.0,ACN,"('PPY', 'VAG')"
468,GGB,CGB,45.0,ACN,"('CGB', 'GGB')"
469,GGB,SXO,36.0,ACN,"('GGB', 'SXO')"
470,JIA,CGB,,ACN,"('CGB', 'JIA')"
471,JIA,TGQ,54.0,ACN,"('JIA', 'TGQ')"
472,MBZ,MAO,63.0,ACN,"('MAO', 'MBZ')"
473,PIN,MBZ,63.0,ACN,"('MBZ', 'PIN')"
474,TGQ,CGB,54.0,ACN,"('CGB', 'TGQ')"
476,TGQ,JIA,45.0,ACN,"('JIA', 'TGQ')"
477,ARU,RAO,,ACN,"('ARU', 'RAO')"
478,ARU,SJP,27.0,ACN,"('ARU', 'SJP')"
479,ARU,VAG,,ACN,"('ARU', 'VAG')"
480,AAX,PLU,27.0,ACN,"('AAX', 'PLU')"
481,AAX,POJ,,ACN,"('AAX', 'POJ')"
483,BEL,MEU,108.0,ACN,"('BEL', 'MEU')"
484,BEL,PTQ,,ACN,"('BEL', 'PTQ')"
485,BEL,BVS,,ACN,"('BEL', 'BVS')"
486,BEL,GGF,,ACN,"('BEL', 'GGF')"
487,PLU,ARU,,ACN,"('ARU', 'PLU')"
488,PLU,AAX,,ACN,"('AAX', 'PLU')"
489,PLU,PPB,27.0,ACN,"('PLU', 'PPB')"
490,PLU,GVR,90.0,ACN,"('GVR', 'PLU')"
491,PLU,IPN,54.0,ACN,"('IPN', 'PLU')"
492,PLU,POO,9.0,ACN,"('PLU', 'POO')"
493,PLU,RAO,,ACN,"('PLU', 'RAO')"
494,PLU,SJP,,ACN,"('PLU', 'SJP')"
495,PLU,VAG,,ACN,"('PLU', 'VAG')"
496,PLU,AMJ,,ACN,"('AMJ', 'PLU')"
498,PLU,DTI,72.0,ACN,"('DTI', 'PLU')"
500,PLU,POJ,117.0,ACN,"('PLU', 'POJ')"
502,PLU,TFL,297.0,ACN,"('PLU', 'TFL')"
505,PLU,PPY,18.0,ACN,"('PLU', 'PPY')"
506,CGB,CGB,,ACN,"('CGB', 'CGB')"
508,CGB,SXO,,ACN,"('CGB', 'SXO')"
509,CGB,GGB,99.0,ACN,"('CGB', 'GGB')"
510,CGB,JIA,,ACN,"('CGB', 'JIA')"
511,CGB,TGQ,81.0,ACN,"('CGB', 'TGQ')"
512,PPB,ARU,27.0,ACN,"('ARU', 'PPB')"
513,PPB,RAO,,ACN,"('PPB', 'RAO')"
514,PPB,SJP,,ACN,"('PPB', 'SJP')"
515,PPB,VAG,,ACN,"('PPB', 'VAG')"
516,MAO,MBZ,,ACN,"('MAO', 'MBZ')"
517,MAO,PIN,108.0,ACN,"('MAO', 'PIN')"
518,GVR,PLU,90.0,ACN,"('GVR', 'PLU')"
520,IPN,PLU,54.0,ACN,"('IPN', 'PLU')"
521,MEU,PTQ,,ACN,"('MEU', 'PTQ')"
522,MEU,BVS,,ACN,"('BVS', 'MEU')"
523,MEU,GGF,108.0,ACN,"('GGF', 'MEU')"
