,Unnamed: 0,max_population,max_passengers19,maxpax,wdpa_link,lat,lon,iata,icao,ISO_country,ISO_continent,year_pax_round2,pax_round2,consolidated_pax,h3,pop_30k,airport_30k,pax_h3_30k,pop_70k,airport_70k,pax_h3_70k,pop_150k,airport_150k,pax_h3_150k,GDP PPP,Gini,Surf,toursim_export_share,visiting_tourists,outbound_tourists,IHDI,is_country_island
598,601.0,9704.0,11936.0,11936.0,https://en.wikipedia.org/wiki/Grant_County_Airport_(New_Mexico),32.6367,-108.156,SVC,KSVC,US,NA,2019,11936,11936.0,8848c0a021fffff,21959.208920761077,1.0,11936.0,46182.9848214214,1.0,11936.0,113245.27111969535,1.0,11936.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
599,602.0,99224.0,2992984.0,3110879.0,https://en.wikipedia.org/wiki/Albany_International_Airport,42.749166666667,-73.801944444444,ALB,KALB,US,NA,2019,2992984,2992984.0,882b890261fffff,690526.1900720753,1.0,2992984.0,1190774.8096902038,1.0,2992984.0,3256954.906702865,3.0,3004848.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
600,603.0,47969.0,76182.0,136830.0,https://en.wikipedia.org/wiki/Greater_Binghamton_Airport,42.208611111111,-75.979722222222,BGM,KBGM,US,NA,2019,76182,76182.0,882b8b6de5fffff,222804.0603890747,1.0,76182.0,526300.1043562924,2.0,294686.0,2813214.004914225,6.0,3770140.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
601,604.0,954236.0,4892000.0,5461000.0,https://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport,42.940555555556,-78.732222222222,BUF,KBUF,US,NA,2019,4892000,4892000.0,882aa6d8a7fffff,915344.0389945596,1.0,4892000.0,1624765.6028984415,2.0,4892046.0,10542626.100819282,12.0,64548893.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
602,605.0,29200.0,312880.0,312880.0,https://en.wikipedia.org/wiki/Elmira_Corning_Regional_Airport,42.16,-76.891666666667,ELM,KELM,US,NA,2019,312880,312880.0,882aa42a81fffff,131523.86901672647,1.0,312880.0,447137.2479265772,2.0,531384.0,2966961.0845189253,6.0,5745480.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
603,606.0,7804968.0,1548748.0,1623070.0,https://en.wikipedia.org/wiki/Long_Island_MacArthur_Airport,40.795277777778,-73.100277777778,ISP,KISP,US,NA,2019,1545000,1548748.0,882a10b727fffff,1345169.5844385033,1.0,1548748.0,5988192.685794999,4.0,65894221.0,22656862.364250753,8.0,143881698.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
604,607.0,32108.0,218504.0,218504.0,https://en.wikipedia.org/wiki/Ithaca_Tompkins_International_Airport,42.491388888889,-76.458611111111,ITH,KITH,US,NA,2019,218504,218504.0,882aa4a12dfffff,147667.7280819517,1.0,218504.0,623305.7731807369,3.0,607566.0,3012766.454397386,5.0,5704596.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
605,608.0,31146.0,52.0,2602.0,https://en.wikipedia.org/wiki/Chautauqua_County-Jamestown_Airport,42.153333333333,-79.258055555556,JHW,KJHW,US,NA,2019,52,52.0,882ab5a439fffff,86669.22651831385,1.0,52.0,330104.40551676595,1.0,52.0,3507158.3425493357,11.0,8950624.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
606,609.0,10936.0,10112.0,10622.0,https://en.wikipedia.org/wiki/Massena_International_Airport,44.935833333333,-74.845555555556,MSS,KMSS,US,NA,2019,10112,10112.0,882b8e92d9fffff,107486.4418775913,1.0,10112.0,349364.39427762054,2.0,63954.0,6541133.178162355,10.0,27183191.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
607,610.0,20140470.0,62551072.0,62551072.0,https://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,40.64,-73.78,JFK,KJFK,US,NA,2019,62551072,62551072.0,882a103b15fffff,9262583.823923567,2.0,93635966.0,16660656.96524817,5.0,143265212.0,25797997.408992,8.0,144769458.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
608,611.0,8804190.0,31084894.0,31084894.0,https://en.wikipedia.org/wiki/LaGuardia_Airport,40.775,-73.875,LGA,KLGA,US,NA,2019,31084894,31084894.0,882a100f57fffff,11360340.50074864,3.0,139972418.0,16915718.629618328,4.0,141716464.0,26414212.4733654,9.0,145637472.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
609,612.0,,529545.0,913927.0,https://en.wikipedia.org/wiki/Stewart_International_Airport,41.504166666667,-74.104722222222,SWF,KSWF,US,NA,2019,529545,529545.0,882a16ac55fffff,481410.5285911692,1.0,529545.0,2543292.5727676284,2.0,2273591.0,22893927.028874364,9.0,151465242.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
610,613.0,12364.0,53842.0,53842.0,https://en.wikipedia.org/wiki/Ogdensburg_International_Airport,44.681944444444,-75.465555555556,OGS,KOGS,US,NA,2019,53842,53842.0,882b8e115dfffff,83635.50910217033,1.0,53842.0,298219.25311015185,2.0,63954.0,2503384.4449848994,6.0,5290955.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
611,614.0,19989.0,250998.0,278796.0,https://en.wikipedia.org/wiki/Plattsburgh_International_Airport,44.650833333333,-73.468055555556,PBG,KPBG,US,NA,2019,250998,250998.0,882b8cbb41fffff,98966.31789254787,1.0,250998.0,393100.50658414274,2.0,1625870.0,5652890.549334834,8.0,21988814.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
612,615.0,211328.0,2553286.0,2713089.0,https://en.wikipedia.org/wiki/Greater_Rochester_International_Airport,43.118888888889,-77.6725,ROC,KROC,US,NA,2019,2553286,2553286.0,882b992323fffff,764695.9037348311,1.0,2553286.0,1104044.459346035,1.0,2553286.0,4077411.4774688645,6.0,10520460.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
613,616.0,5406.0,9660.0,10546.0,https://en.wikipedia.org/wiki/Adirondack_Regional_Airport,44.385277777778,-74.206111111111,SLK,KSLK,US,NA,2019,9660,9660.0,882b8c70cbfffff,24981.876421543595,1.0,9660.0,103975.13333001571,1.0,9660.0,2116990.315184522,6.0,22004590.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
614,617.0,148620.0,2543744.0,2543744.0,https://en.wikipedia.org/wiki/Syracuse_Hancock_International_Airport,43.111111111111,-76.106388888889,SYR,KSYR,US,NA,2019,2543744,2543744.0,882b8a21d1fffff,486967.07209062437,1.0,2543744.0,895969.3085913586,1.0,2543744.0,2979312.8694423265,7.0,5815450.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
615,618.0,24685.0,45024.0,47688.0,https://en.wikipedia.org/wiki/Watertown_International_Airport,43.991944444444,-76.020555555556,ART,KART,US,NA,2019,45024,45024.0,882b8a9961fffff,91401.79016361646,1.0,45024.0,337250.1647853099,2.0,110854.0,1839389.9577030125,5.0,2718552.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
616,619.0,1004457.0,1744046.0,1994088.0,https://en.wikipedia.org/wiki/Westchester_County_Airport,41.066944444444,-73.7075,HPN,KHPN,US,NA,2019,1744046,1744046.0,882a101369fffff,1798014.888967973,1.0,1744046.0,16527287.840179002,6.0,143794757.0,23858517.285377126,9.0,151521574.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
617,620.0,94589.0,1616762.0,1838793.0,https://en.wikipedia.org/wiki/Asheville_Regional_Airport,35.436110555556,-82.542047222222,AVL,KAVL,US,NA,2019,1616762,1616762.0,8844d9914dfffff,368567.8855385144,1.0,1616762.0,999054.2612761621,2.0,4170118.0,4185486.983690804,4.0,54780555.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
618,621.0,2660329.0,50168783.0,50168783.0,https://en.wikipedia.org/wiki/Charlotte_Douglas_International_Airport,35.213888888889,-80.943055555556,CLT,KCLT,US,NA,2019,50168783,50168783.0,8844d84cc9fffff,1457383.2650463614,1.0,50168783.0,2863784.5678796126,2.0,50528757.0,6321748.106803496,5.0,56852627.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
619,622.0,10439388.0,433684.0,477136.0,https://en.wikipedia.org/wiki/Fayetteville_Regional_Airport,34.991111111111,-78.880277777778,FAY,KFAY,US,NA,2019,433684,433684.0,882ad62851fffff,379721.5330283647,1.0,433684.0,916658.6795003437,1.0,433684.0,4952417.2013425715,5.0,16144371.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
620,623.0,299035.0,2153752.0,2781605.0,https://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport,36.097777777778,-79.937222222222,GSO,KGSO,US,NA,2019,2153752,2153752.0,882a8b469dfffff,764428.2406482103,1.0,2153752.0,1733540.9741432932,1.0,2153752.0,6750303.670175073,4.0,66901130.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
621,624.0,,108570.0,108570.0,https://en.wikipedia.org/wiki/Pitt%E2%80%93Greenville_Airport,35.635694444444,-77.384083333333,PGV,KPGV,US,NA,2019,108570,108570.0,882ad48887fffff,225447.4973822071,1.0,108570.0,683553.0413184772,1.0,108570.0,3657249.2966618715,4.0,14882843.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
622,625.0,72723.0,327406.0,327406.0,https://en.wikipedia.org/wiki/Albert_J._Ellis_Airport,34.829166666667,-77.612222222222,OAJ,KOAJ,US,NA,2019,327406,327406.0,882ad09427fffff,159204.97873539725,1.0,327406.0,551630.203839167,2.0,555652.0,2726267.425578895,5.0,2176814.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
623,626.0,100720.0,228246.0,228246.0,https://en.wikipedia.org/wiki/Coastal_Carolina_Regional_Airport,35.073055555556,-77.043055555556,EWN,KEWN,US,NA,2019,228246,228246.0,882ad5d8e1fffff,107976.96270853527,1.0,228246.0,571349.8184266826,2.0,555652.0,1820331.30421541,4.0,1743130.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
624,627.0,467665.0,14218621.0,14218621.0,https://en.wikipedia.org/wiki/Raleigh%E2%80%93Durham_International_Airport,35.877777777778,-78.7875,RDU,KRDU,US,NA,2019,14218621,14218621.0,882a896f35fffff,1452082.3516178739,1.0,14218621.0,2427792.785270901,1.0,14218621.0,5593465.96139192,4.0,16914627.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
625,628.0,285905.0,1078908.0,1086245.0,https://en.wikipedia.org/wiki/Wilmington_International_Airport,34.270555555556,-77.9025,ILM,KILM,US,NA,2019,1078908,1078908.0,882ad0224bfffff,322412.49163977714,1.0,1078908.0,525165.5536033115,1.0,1078908.0,2061260.124661042,5.0,4638644.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
626,629.0,73622.0,623236.0,623236.0,https://en.wikipedia.org/wiki/Bismarck_Municipal_Airport,46.772777777778,-100.74583333333,BIS,KBIS,US,NA,2019,623236,623236.0,8826368e69fffff,114681.4956117242,1.0,623236.0,132429.82503907877,1.0,623236.0,220208.68607100495,1.0,623236.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
627,630.0,7192.0,13832.0,16418.0,https://en.wikipedia.org/wiki/Devils_Lake_Regional_Airport,48.114444444444,-98.908333333333,DVL,KDVL,US,NA,2019,13832,13832.0,88271aba2bfffff,10384.743150775208,1.0,13832.0,29696.874853959675,1.0,13832.0,190317.9877752494,2.0,248796.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
628,631.0,25679.0,47670.0,47670.0,https://en.wikipedia.org/wiki/Dickinson_Theodore_Roosevelt_Regional_Airport,46.797222222222,-102.80194444444,DIK,KDIK,US,NA,2019,47670,47670.0,88278cb693fffff,21543.26957635669,1.0,47670.0,39488.8135118472,1.0,47670.0,137789.7761238579,1.0,47670.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
629,632.0,125990.0,961552.0,961552.0,https://en.wikipedia.org/wiki/Hector_International_Airport,46.920555555556,-96.815833333333,FAR,KFAR,US,NA,2019,961552,961552.0,882626d48bfffff,215415.83373865217,1.0,961552.0,259514.92996558812,1.0,961552.0,540483.2074216474,4.0,1229068.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
630,633.0,59166.0,234964.0,292102.0,https://en.wikipedia.org/wiki/Grand_Forks_International_Airport,47.949166666667,-97.176111111111,GFK,KGFK,US,NA,2019,234964,234964.0,882719c90dfffff,49061.31640789014,1.0,234964.0,88272.62684868134,1.0,234964.0,437902.1534667278,4.0,1220548.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
631,634.0,15849.0,22352.0,23536.0,https://en.wikipedia.org/wiki/Jamestown_Regional_Airport,46.929722222222,-98.678333333333,JMS,KJMS,US,NA,2019,22352,22352.0,882634b4c5fffff,13804.490573367082,1.0,22352.0,38598.209424845256,1.0,22352.0,332495.2708733315,2.0,983904.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
632,635.0,48377.0,328206.0,328206.0,https://en.wikipedia.org/wiki/Minot_International_Airport,48.259444444444,-101.28027777778,MOT,KMOT,US,NA,2019,328206,328206.0,8827a8b4d3fffff,30215.175980768654,1.0,328206.0,51134.172352495996,1.0,328206.0,152347.27617971617,1.0,328206.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
633,636.0,29479.0,,139604.0,https://en.wikipedia.org/wiki/Sloulin_Field_International_Airport,48.178055555556,-103.64222222222,ISN,KISN,US,NA,2017,139604,139604.0,8827aa999dfffff,16063.1735015429,1.0,139604.0,39355.159495656706,1.0,139604.0,117658.27372966651,3.0,167650.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
634,637.0,190469.0,815292.0,1838083.0,https://en.wikipedia.org/wiki/Akron%E2%80%93Canton_Airport,40.916111111111,-81.442222222222,CAK,KCAK,US,NA,2019,815292,815292.0,882a86d9c5fffff,772834.7920416669,1.0,815292.0,2291737.8143812483,1.0,815292.0,6378236.144070921,3.0,20635133.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
635,638.0,372624.0,10040817.0,13288353.0,https://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,41.411666666667,-81.849722222222,CLE,KCLE,US,NA,2019,10040817,10040817.0,882ab312e3fffff,1223242.563019457,1.0,10040817.0,2677113.921211711,1.0,10040817.0,5222531.98806321,2.0,10856109.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
636,639.0,905748.0,8637108.0,8637108.0,https://en.wikipedia.org/wiki/John_Glenn_Columbus_International_Airport,39.998055555556,-82.891944444444,CMH,KCMH,US,NA,2019,8637108,8637108.0,882a95603dfffff,1483175.0609989255,2.0,8944808.0,2156884.633519572,2.0,8944808.0,4689256.4661744395,3.0,10636360.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
637,640.0,905748.0,307700.0,308950.0,https://en.wikipedia.org/wiki/Rickenbacker_International_Airport,39.813888888889,-82.927777777778,LCK,KLCK,US,NA,2019,307700,307700.0,882a956c87fffff,942513.3075759198,2.0,8944808.0,2113710.126107211,2.0,8944808.0,4917420.297711973,4.0,10646854.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
638,641.0,137644.0,1691552.0,2928018.0,https://en.wikipedia.org/wiki/Dayton_International_Airport,39.9025,-84.219444444444,DAY,KDAY,US,NA,2019,1691552,1691552.0,882a90625dfffff,587734.6695359269,1.0,1691552.0,1501271.7179516966,1.0,1691552.0,6384271.540448478,4.0,19739914.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
639,642.0,270871.0,248422.0,650754.0,https://en.wikipedia.org/wiki/Toledo_Express_Airport,41.586805555556,-83.807833333333,TOL,KTOL,US,NA,2019,248422,248422.0,882a94d837fffff,516892.461601323,1.0,248422.0,1035377.7705189768,1.0,248422.0,7083219.980650197,3.0,37335799.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
640,643.0,90381.0,104820.0,104820.0,https://en.wikipedia.org/wiki/Lawton%E2%80%93Fort_Sill_Regional_Airport,34.567777777778,-98.416388888889,LAW,KLAW,US,NA,2019,104820,104820.0,8826c33643fffff,115611.76626554053,1.0,104820.0,214981.07237360787,1.0,104820.0,1536911.2231004317,3.0,4604775.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
641,644.0,681054.0,4419119.0,4419119.0,https://en.wikipedia.org/wiki/Will_Rogers_World_Airport,35.393055555556,-97.600833333333,OKC,KOKC,US,NA,2019,4419119,4419119.0,8826c11235fffff,989164.0964495264,1.0,4419119.0,1434724.1871186534,1.0,4419119.0,2032822.8061501617,2.0,4523939.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
642,645.0,413066.0,3053532.0,3463214.0,https://en.wikipedia.org/wiki/Tulsa_International_Airport,36.198333333333,-95.888055555556,TUL,KTUL,US,NA,2019,3053532,3053532.0,8826ee2e31fffff,743167.6206250342,1.0,3053532.0,1003762.4641961611,1.0,3053532.0,1719981.2674567017,2.0,4836006.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
643,646.0,176654.0,1192312.0,1192312.0,https://en.wikipedia.org/wiki/Eugene_Airport,44.123055555556,-123.21861111111,EUG,KEUG,US,NA,2019,1192312,1192312.0,88281b4f6dfffff,302214.3839061838,1.0,1192312.0,566060.3805582172,1.0,1192312.0,1547111.1195307556,3.0,1219120.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
644,647.0,21813.0,20.0,11058.0,https://en.wikipedia.org/wiki/Crater_Lake%E2%80%93Klamath_Regional_Airport,42.156111111111,-121.73305555556,LMT,KLMT,US,NA,2019,20,20.0,8828133647fffff,56734.01662782806,1.0,20.0,70744.12564280494,1.0,20.0,346611.61593345396,2.0,1056744.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
645,648.0,85824.0,1056724.0,1056724.0,https://en.wikipedia.org/wiki/Rogue_Valley_International%E2%80%93Medford_Airport,42.374166666667,-122.87361111111,MFR,KMFR,US,NA,2019,1056724,1056724.0,88281eaa53fffff,204072.66490850563,1.0,1056724.0,310312.9729785462,1.0,1056724.0,556467.6765833517,3.0,1075032.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
646,649.0,,26786.0,29438.0,https://en.wikipedia.org/wiki/Southwest_Oregon_Regional_Airport,43.417222222222,-124.26277777778,OTH,KOTH,US,NA,2019,26786,26786.0,88281b969bfffff,42872.86634567172,1.0,26786.0,80744.9839974479,1.0,26786.0,609654.891255433,2.0,1219098.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
647,650.0,17310.0,13636.0,13636.0,https://en.wikipedia.org/wiki/Eastern_Oregon_Regional_Airport,45.695,-118.84138888889,PDT,KPDT,US,NA,2019,13636,13636.0,88288c291dfffff,24546.387310642018,1.0,13636.0,150775.49783740367,1.0,13636.0,589165.6304595512,3.0,988106.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
648,651.0,652503.0,19891365.0,19891365.0,https://en.wikipedia.org/wiki/Portland_International_Airport,45.588611111111,-122.5975,PDX,KPDX,US,NA,2019,19891365,19891365.0,8828f00133fffff,2000366.519363922,1.0,19891365.0,2539455.0549322166,1.0,19891365.0,3417578.071108447,2.0,19891387.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
649,652.0,,965352.0,965352.0,https://en.wikipedia.org/wiki/Roberts_Field,44.254166666667,-121.14972222222,RDM,KRDM,US,NA,2019,965352,965352.0,8828a90881fffff,169976.46240145655,1.0,965352.0,241739.00549110887,1.0,965352.0,315078.6536479076,1.0,965352.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
650,653.0,175535.0,22.0,352.0,https://en.wikipedia.org/wiki/McNary_Field,44.909444444444,-123.0025,SLE,KSLE,US,NA,2019,22,22.0,8828f42c4bfffff,395162.769322286,1.0,22.0,1343568.8486263587,1.0,22.0,3574839.988040993,3.0,21083699.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
651,654.0,125845.0,868014.0,1013710.0,https://en.wikipedia.org/wiki/Lehigh_Valley_International_Airport,40.65253,-75.43554,ABE,KABE,US,NA,2019,868014,868014.0,882a1272dbfffff,806330.5049480615,1.0,868014.0,2794823.139851641,2.0,871102.0,24012084.981430195,11.0,114848539.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
652,655.0,46320.0,7312.0,8206.0,https://en.wikipedia.org/wiki/Altoona%E2%80%93Blair_County_Airport,40.296388888889,-78.32,AOO,KAOO,US,NA,2019,7312,7312.0,882aa32963fffff,121249.81177129803,1.0,7312.0,442983.5378286424,2.0,19930.0,4444574.265927405,7.0,2286122.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
653,656.0,9175.0,8586.0,8586.0,https://en.wikipedia.org/wiki/Bradford_Regional_Airport,41.803055555556,-78.64,BFD,KBFD,US,NA,2019,8586,8586.0,882aa2801dfffff,37580.92682931543,1.0,8586.0,231279.35196987033,1.0,8586.0,2246846.359939655,7.0,5516154.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
654,657.0,7794.0,11670.0,11670.0,https://en.wikipedia.org/wiki/DuBois_Regional_Airport,41.178333333333,-78.898611111111,DUJ,KDUJ,US,NA,2019,11670,11670.0,882aa22315fffff,58086.57949143219,1.0,11670.0,245865.34111425828,1.0,11670.0,3387638.034372125,8.0,747150.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
655,658.0,101786.0,213440.0,213440.0,https://en.wikipedia.org/wiki/Erie_International_Airport,42.085,-80.1808,ERI,KERI,US,NA,2019,213440,213440.0,882ab575edfffff,241087.07791039828,1.0,213440.0,423170.63074589375,1.0,213440.0,3333386.773071739,9.0,4730063.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
656,659.0,6545.0,3338.0,4050.0,https://en.wikipedia.org/wiki/Venango_Regional_Airport,41.377777777778,-79.860277777778,FKL,KFKL,US,NA,2019,3338,3338.0,882ab1b56dfffff,64227.05954006378,1.0,3338.0,484869.5641989148,1.0,3338.0,4626110.774737166,7.0,10332616.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
657,660.0,50099.0,1492738.0,1492738.0,https://en.wikipedia.org/wiki/Harrisburg_International_Airport,40.193055555556,-76.763333333333,MDT,KMDT,US,NA,2019,1492738,1492738.0,882aa12da5fffff,711736.3549998472,1.0,1492738.0,1911251.7101314745,2.0,1504254.0,12077153.049378173,11.0,62882726.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
658,661.0,27906.0,12618.0,12618.0,https://en.wikipedia.org/wiki/Johnstown%E2%80%93Cambria_County_Airport,40.315555555556,-78.834722222222,JST,KJST,US,NA,2019,12618,12618.0,882aa36987fffff,145560.33415036145,1.0,12618.0,605113.0630297946,3.0,336436.0,4107943.5396398595,8.0,10587016.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
659,662.0,58039.0,11516.0,12024.0,https://en.wikipedia.org/wiki/Lancaster_Airport_(Pennsylvania),40.1222,-76.2944,LNS,KLNS,US,NA,2019,11516,11516.0,882aac52e5fffff,583555.9933152772,1.0,11516.0,2607338.220022717,3.0,1507342.0,13988862.35058454,10.0,63412692.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
660,663.0,8994.0,316506.0,316506.0,https://en.wikipedia.org/wiki/Arnold_Palmer_Regional_Airport,40.274722222222,-79.406666666667,LBE,KLBE,US,NA,2019,316506,316506.0,882a8431d3fffff,250500.14838500184,1.0,316506.0,1881793.0715995128,2.0,329124.0,3899756.6025394867,8.0,10228680.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
661,664.0,1603797.0,33018886.0,33018886.0,https://en.wikipedia.org/wiki/Philadelphia_International_Airport,39.871944,-75.241111,PHL,KPHL,US,NA,2019,33018886,33018886.0,882aacb2b5fffff,2992589.189231643,1.0,33018886.0,6473370.928070274,3.0,33944346.0,20690121.974380355,9.0,83715700.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
662,665.0,302971.0,9779024.0,20556075.0,https://en.wikipedia.org/wiki/Pittsburgh_International_Airport,40.495997,-80.256693,PIT,KPIT,US,NA,2019,9779024,9779024.0,882a844c15fffff,858261.9810386185,1.0,9779024.0,2265648.4781741197,1.0,9779024.0,5190488.067015718,7.0,10953056.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
663,666.0,95112.0,3088.0,3554.0,https://en.wikipedia.org/wiki/Reading_Regional_Airport,40.378611111111,-75.965277777778,RDG,KRDG,US,NA,2019,3088,3088.0,882aacd031fffff,475071.61407772626,1.0,3088.0,2998161.670516044,3.0,882618.0,13610027.169598324,9.0,36938532.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
664,667.0,40501.0,387068.0,387068.0,https://en.wikipedia.org/wiki/University_Park_Airport,40.849166666667,-77.848611111111,SCE,KUNV,US,NA,2019,387068,387068.0,882aa38e2bfffff,160095.812992714,1.0,387068.0,473217.784191483,1.0,387068.0,2644309.5256853625,8.0,2019086.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
665,668.0,44328.0,577946.0,577946.0,https://en.wikipedia.org/wiki/Wilkes-Barre/Scranton_International_Airport,41.338333333333,-75.723333333333,AVP,KAVP,US,NA,2019,577946,577946.0,882aa53469fffff,416099.69940005866,1.0,577946.0,988032.7620967464,1.0,577946.0,6751002.365023331,5.0,1566114.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
666,669.0,29381.0,40884.0,45094.0,https://en.wikipedia.org/wiki/Williamsport_Regional_Airport,41.241666666667,-76.921666666667,IPT,KIPT,US,NA,2019,40884,40884.0,882aa1daa9fffff,130675.52715450103,1.0,40884.0,437473.99095001374,1.0,40884.0,3499132.7937391577,8.0,2902302.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
667,670.0,1051.0,33814.0,34450.0,https://en.wikipedia.org/wiki/Block_Island_State_Airport,41.168055555556,-71.577777777778,BID,KBID,US,NA,2019,33814,33814.0,882a065921fffff,15565.8942996466,1.0,33814.0,577428.3126011483,2.0,70400.0,7087806.194621399,10.0,11489792.0,62478.25395,39.7,9147420.0,9.403796912,165478000.0,170930093.8,0.921,0
