,QID,itemLabel,icao,iata,max_population,lon,lat,alt_in_m,max_rwy_lenght_m,max_passengers19,maxpax,traffic_source_url,wdpa_link,wpda_iata,wpda_icao,wpda_passengers,wpda_movements,wpda_year_data
623,Q2232506,Pattimura Airport,WAPP,AMQ,372249,128.08913611111,-3.7102638888889,10,,,1517688,https://en.wikipedia.org/wiki/List_of_the_busiest_airports_in_Indonesia,https://en.wikipedia.org/wiki/Pattimura_International_Airport,AMQ,WAPP,"1,364,210",,(2017)
624,Q263652,Sultan Aji Muhammad Sulaiman Airport,WALL,BPN,598043,116.89444444444,-1.2683333333333,3.6576072,,,7701216,https://en.wikipedia.org/wiki/List_of_the_busiest_airports_in_Indonesia,https://en.wikipedia.org/wiki/Sultan_Aji_Muhammad_Sulaiman_Sepinggan_Airport,BPN,WALL,"966,196","58,860",(2019)
625,Q2673757,Sultan Iskandar Muda Airport,WITT,BTJ,235305,95.420277777778,5.5233333333333,20,,,1175897,https://en.wikipedia.org/wiki/List_of_the_busiest_airports_in_Indonesia,https://en.wikipedia.org/wiki/Sultan_Iskandar_Muda_International_Airport,BTJ,WITT,"1,175,897",,(2018)
626,Q2199514,Radin Inten II Airport,WICT,TKG,7972246,105.178889,-5.2425,86,,,8485000,https://en.wikipedia.org/wiki/List_of_the_busiest_airports_in_Indonesia,https://en.wikipedia.org/wiki/Radin_Inten_II_International_Airport,TKG,WILL,"1,419,342","13,259",(2015)
627,Q49249,Husein Sastranegara International Airport,WICC,BDO,48274162,107.57638888889,-6.9005555555556,742.4942616,,,4310000,https://en.wikipedia.org/wiki/List_of_the_busiest_airports_in_Indonesia,https://en.wikipedia.org/wiki/Husein_Sastranegara_International_Airport,BDO,WICC,"4,310,000",-,(2018)
628,Q1432936,Syamsudin Noor Airport,WAOO,BDJ,692793,114.7625,-3.4422222222222,20.1168396,,,3888993,https://en.wikipedia.org/wiki/List_of_the_busiest_airports_in_Indonesia,https://en.wikipedia.org/wiki/Syamsudin_Noor_International_Airport,BDJ,WAOO,"3,854,561","66,347",(2018)
629,Q780450,Hang Nadim Airport,WIDD,BTH,1196396,104.11861111111,1.1208333333333,37.7952744,,,6500000,https://en.wikipedia.org/wiki/List_of_the_busiest_airports_in_Indonesia,https://en.wikipedia.org/wiki/Hang_Nadim_International_Airport,BTH,WIDD,"6,500,000()","62,896",(2018)
630,Q1880024,Fatmawati Soekarno Airport,WIPL,BKS,360495,102.336739,-3.861883,15,2250,,1065479,https://en.wikipedia.org/wiki/List_of_the_busiest_airports_in_Indonesia,https://en.wikipedia.org/wiki/Fatmawati_Soekarno_Airport,BKS,WIGG (previous: WIPL),,,
631,Q2134812,Frans Kaisiepo Airport,WABB,BIK,,136.1075,-1.19,14,,,429758,https://en.wikipedia.org/wiki/List_of_the_busiest_airports_in_Indonesia,https://en.wikipedia.org/wiki/Frans_Kaisiepo_International_Airport,BIK,WABB,366.385,13.143,(2011)
632,Q598749,Bima Airport,WADB,BMU,136492,118.68722222222,-8.5397222222222,2,,,378931,https://en.wikipedia.org/wiki/List_of_the_busiest_airports_in_Indonesia,https://en.wikipedia.org/wiki/Sultan_Muhammad_Salahudin_Airport,BMU,WADB,,,
