,QID,itemLabel,icao,iata,max_population,lon,lat,alt_in_m,max_rwy_lenght_m,max_passengers19,maxpax,traffic_source_url,wdpa_link,wpda_iata,wpda_icao,wpda_passengers,wpda_movements,wpda_year_data
131,Q5244604,São José do Rio Preto Airport,SBSR,SJP,469173,-49.4047,-20.8161,544,1640,796831,796831,https://www.anac.gov.br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2019.csv,https://en.wikipedia.org/wiki/S%C3%A3o_Jos%C3%A9_do_Rio_Preto_Airport,SJP,SBSR,"816,016","20,429",(2019)
132,Q862401,Congonhas-São Paulo Airport,SBSP,CGH,12325232,-46.65639,-23.62611,802,1940,22835006,22835006,https://www.anac.gov.br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2019.csv,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo%E2%80%93Congonhas_Airport,CGH,SBSP,"9,677,569","126,227",(2021)
133,Q385406,São Paulo-Guarulhos International Airport,SBGR,GRU,12325232,-46.473055555556,-23.435555555556,750,3700,42946931,42946931,https://www.anac.gov.br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2019.csv,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo/Guarulhos_International_Airport,GRU,SBGR,"34,480,706","242,881",(2022)
134,Q5244596,Sorocaba Airport,SDCO,SOD,644919,-47.48639,-23.48306,633,1480,,13704,https://www.anac.gov.br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2020.csv,https://en.wikipedia.org/wiki/Sorocaba_Airport,SOD,SDCO,"43,627","28,324",(2019)
135,Q3318057,Uberaba Airport,SBUR,UBA,340277,-47.96611,-19.76472,809,1759,76508,164003,https://www.anac.gov.br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2019.csv,https://en.wikipedia.org/wiki/Uberaba_Airport,UBA,SBUR,"58,908","5,296",(2021)
136,Q7876488,Uberlândia Airport,SBUL,UDI,699097,-48.225277777778,-18.883611111111,943,2100,1146413,1146413,https://www.anac.gov.br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2019.csv,https://en.wikipedia.org/wiki/Uberl%C3%A2ndia_Airport,UDI,SBUL,"608,242","18,798",(2021)
137,Q2578887,International Airport of Vitória - Eurico de Aguiar Salles,SBVT,VIX,355875,-40.286388888889,-20.258055555556,3,1750,3289483,3465836,https://www.anac.gov.br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2019.csv,https://en.wikipedia.org/wiki/Eurico_de_Aguiar_Salles_Airport,VIX,SBVT,"2,068,195","32,497",(2021)
138,Q1430822,Andrés Sabella Airport,SCFA,ANF,348517,-70.4451,-23.444477777778,138,,,2078126,http://www.jac.gob.cl/wp-content/uploads/2016/01/ResumenMensualEstadisticasDiciembre2015.xls,https://en.wikipedia.org/wiki/Andr%C3%A9s_Sabella_G%C3%A1lvez_International_Airport,ANF,SCFA,,,
139,Q948809,Chacalluta International Airport,SCAR,ARI,202131,-70.338611,-18.348611,50,,,702666,http://www.jac.gob.cl/wp-content/uploads/2015/02/ResumenMensualEstadisticasDiciembre2013.xls,https://en.wikipedia.org/wiki/Chacalluta_International_Airport,ARI,SCAR,,,
140,Q2901027,Balmaceda Airport,SCBA,BBA,61210,-71.686945,-45.916388,524,,,515367,http://www.jac.gob.cl/wp-content/uploads/2015/02/ResumenMensualEstadisticasDiciembre2011.xls,https://en.wikipedia.org/wiki/Balmaceda_Airport,BBA,SCBA,,,
