,region,product,year,flow,volume,iea_code,Country,ISO3,OECD,CONTI,UE 28,level,UN_region,OECD_Region,volume_numeric,CO2e estimation
16658170,MONGOLIA,NONBIOJETK,2019,DOMESAIR,3.395,MONGOLIA,Mongolia,MNG,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,3.395,10.728200000000001
16982218,MONTENEGRO,NONBIOJETK,2019,AVBUNK,-24.000,MONTENEGRO,Montenegro,MNE,NONOECD,EUROPE,NO,country,UNEUROPE,EURASIA,24.0,75.84
17210573,MOROCCO,NONBIOJETK,2019,AVBUNK,-774.674,MOROCCO,Morocco,MAR,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,774.674,2447.96984
17210578,MOROCCO,NONBIOJETK,2019,DOMESAIR,32.326,MOROCCO,Morocco,MAR,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,32.326,102.15016
17349007,MOZAMBIQUE,NONBIOJETK,2019,AVBUNK,-0.308,MOZAMBIQUE,Mozambique,MOZ,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,0.308,0.97328
17349012,MOZAMBIQUE,NONBIOJETK,2019,DOMESAIR,43.358,MOZAMBIQUE,Mozambique,MOZ,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,43.358,137.01128
17487191,MYANMAR,NONBIOJETK,2019,AVBUNK,-72.433,MYANMAR,Myanmar ,MMR,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,72.433,228.88828000000004
17487195,MYANMAR,NONBIOJETK,2019,DOMESAIR,139.730,MYANMAR,Myanmar ,MMR,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,139.73,441.54679999999996
17711324,NAMIBIA,NONBIOJETK,2019,AVBUNK,-33.761,NAMIBIA,Namibia,NAM,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,33.761,106.68476000000001
17711328,NAMIBIA,NONBIOJETK,2019,DOMESAIR,5.959,NAMIBIA,Namibia,NAM,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,5.959,18.83044
17900176,NEPAL,NONBIOJETK,2019,AVBUNK,-90.179,NEPAL,Nepal,NPL,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,90.179,284.96564
17900180,NEPAL,NONBIOJETK,2019,DOMESAIR,15.746,NEPAL,Nepal,NPL,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,15.746,49.757360000000006
18006844,NETHLAND,NONBIOJETK,2019,AVBUNK,-3822.760,NETHLAND,Netherlands,NLD,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,3822.76,12079.921600000001
18006850,NETHLAND,NONBIOJETK,2019,DOMESAIR,9.534,NETHLAND,Netherlands,NLD,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,9.534,30.127440000000004
18124646,NICARAGUA,NONBIOJETK,2019,AVBUNK,-15.265,NICARAGUA,Nicaragua,NIC,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,15.265,48.2374
18124652,NICARAGUA,NONBIOJETK,2019,DOMESAIR,0.672,NICARAGUA,Nicaragua,NIC,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,0.672,2.12352
18261572,NIGER,NONBIOJETK,2019,AVBUNK,-43.700,NIGER,Niger,NER,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,43.7,138.092
18261576,NIGER,NONBIOJETK,2019,DOMESAIR,2.300,NIGER,Niger,NER,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,2.3,7.268
18398923,NIGERIA,NONBIOJETK,2019,AVBUNK,-459.625,NIGERIA,Nigeria,NGA,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,459.625,1452.415
18398927,NIGERIA,NONBIOJETK,2019,DOMESAIR,249.510,NIGERIA,Nigeria,NGA,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,249.51,788.4516
18500180,NZ,NONBIOJETK,2019,AVBUNK,-1221.741,NZ,New Zealand,NZL,OECD,ASIAPAC,NO,country,UNOCEANIA,OECDAO,1221.741,3860.70156
18500186,NZ,NONBIOJETK,2019,DOMESAIR,312.410,NZ,New Zealand,NZL,OECD,ASIAPAC,NO,country,UNOCEANIA,OECDAO,312.41,987.2156000000001
18696845,NORTHMACED,NONBIOJETK,2019,AVBUNK,-26.965,NORTHMACED,Republic of North Macedonia,MKD,NONOECD,EUROPE,NO,country,UNEUROPE,EURASIA,26.965,85.2094
18851667,NORWAY,NONBIOJETK,2019,AVBUNK,-533.297,NORWAY,Norway,NOR,OECD,EUROPE,NO,country,UNEUROPE,OECDEUR,533.297,1685.2185200000001
18851673,NORWAY,NONBIOJETK,2019,DOMESAIR,340.346,NORWAY,Norway,NOR,OECD,EUROPE,NO,country,UNEUROPE,OECDEUR,340.346,1075.4933600000002
18967407,OMAN,NONBIOJETK,2019,AVBUNK,-605.246,OMAN,Oman,OMN,NONOECD,MIDDLE EAST,NO,country,UNASIA,MIDEAST,605.246,1912.57736
18967412,OMAN,NONBIOJETK,2019,DOMESAIR,30.820,OMAN,Oman,OMN,NONOECD,MIDDLE EAST,NO,country,UNASIA,MIDEAST,30.82,97.39120000000001
19106018,PAKISTAN,NONBIOJETK,2019,AVBUNK,-760.092,PAKISTAN,Pakistan,PAK,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,760.092,2401.89072
19243879,PANAMA,NONBIOJETK,2019,AVBUNK,-709.850,PANAMA,Panama,PAN,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,709.85,2243.126
19243885,PANAMA,NONBIOJETK,2019,DOMESAIR,13.564,PANAMA,Panama,PAN,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,13.564,42.86224
19380637,PARAGUAY,NONBIOJETK,2019,AVBUNK,-70.464,PARAGUAY,Paraguay,PRY,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,70.464,222.66624000000002
19380643,PARAGUAY,NONBIOJETK,2019,DOMESAIR,0.687,PARAGUAY,Paraguay,PRY,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,0.687,2.17092
19520383,PERU,NONBIOJETK,2019,AVBUNK,-698.377,PERU,Peru,PER,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,698.377,2206.8713199999997
19520389,PERU,NONBIOJETK,2019,DOMESAIR,361.666,PERU,Peru,PER,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,361.666,1142.86456
19661598,PHILIPPINE,NONBIOJETK,2019,AVBUNK,-1625.126,PHILIPPINE,Philippines,PHL,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,1625.126,5135.39816
19661604,PHILIPPINE,NONBIOJETK,2019,DOMESAIR,623.767,PHILIPPINE,Philippines,PHL,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,623.767,1971.1037200000003
19781783,POLAND,NONBIOJETK,2019,AVBUNK,-1047.744,POLAND,Poland,POL,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,1047.744,3310.87104
19781791,POLAND,NONBIOJETK,2019,DOMESAIR,28.844,POLAND,Poland,POL,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,28.844,91.14704
19864933,PORTUGAL,NONBIOJETK,2019,AVBUNK,-1419.770,PORTUGAL,Portugal,PRT,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,1419.77,4486.4732
19864939,PORTUGAL,NONBIOJETK,2019,DOMESAIR,160.914,PORTUGAL,Portugal,PRT,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,160.914,508.48823999999996
19982386,QATAR,NONBIOJETK,2019,AVBUNK,-4603.451,QATAR,Qatar,QAT,NONOECD,MIDDLE EAST,NO,country,UNASIA,MIDEAST,4603.451,14546.90516
20127701,ROMANIA,NONBIOJETK,2019,AVBUNK,-130.610,ROMANIA,Romania,ROU,NONOECD,EUROPE,YES,country,UNEUROPE,EURASIA,130.61,412.72760000000005
20127708,ROMANIA,NONBIOJETK,2019,DOMESAIR,53.846,ROMANIA,Romania,ROU,NONOECD,EUROPE,YES,country,UNEUROPE,EURASIA,53.846,170.15336
20364029,RUSSIA,NONBIOJETK,2019,AVBUNK,-5700.000,RUSSIA,Russia,RUS,NONOECD,EUROPE,NO,country,UNEUROPE,EURASIA,5700.0,18012.0
20364035,RUSSIA,NONBIOJETK,2019,DOMESAIR,5700.000,RUSSIA,Russia,RUS,NONOECD,EUROPE,NO,country,UNEUROPE,EURASIA,5700.0,18012.0
20556209,SAUDIARABI,NONBIOJETK,2019,AVBUNK,-3432.655,SAUDIARABI,Saudi Arabia,SAU,NONOECD,MIDDLE EAST,NO,country,UNASIA,MIDEAST,3432.655,10847.189800000002
20556214,SAUDIARABI,NONBIOJETK,2019,DOMESAIR,821.367,SAUDIARABI,Saudi Arabia,SAU,NONOECD,MIDDLE EAST,NO,country,UNASIA,MIDEAST,821.367,2595.51972
20693259,SENEGAL,NONBIOJETK,2019,AVBUNK,-191.594,SENEGAL,Senegal,SEN,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,191.594,605.43704
20693265,SENEGAL,NONBIOJETK,2019,DOMESAIR,3.362,SENEGAL,Senegal,SEN,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,3.362,10.62392
20917469,SERBIA,NONBIOJETK,2019,AVBUNK,-137.298,SERBIA,Serbia,SRB,NONOECD,EUROPE,NO,country,UNEUROPE,EURASIA,137.298,433.86168000000004
21107699,SINGAPORE,NONBIOJETK,2019,AVBUNK,-8428.478,SINGAPORE,Singapore,SGP,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,8428.478,26633.990479999997
21257216,SLOVAKIA,NONBIOJETK,2019,AVBUNK,-44.000,SLOVAKIA,Slovak republic,SVK,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,44.0,139.04000000000002
21486717,SLOVENIA,NONBIOJETK,2019,AVBUNK,-26.444,SLOVENIA,Slovenia,SVN,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,26.444,83.56304
21680971,SOUTHAFRIC,NONBIOJETK,2019,AVBUNK,-1185.657,SOUTHAFRIC,South Africa,ZAF,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,1185.657,3746.67612
21680976,SOUTHAFRIC,NONBIOJETK,2019,DOMESAIR,1134.611,SOUTHAFRIC,South Africa,ZAF,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,1134.611,3585.3707600000007
21789767,SPAIN,NONBIOJETK,2019,AVBUNK,-4643.000,SPAIN,Spain,ESP,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,4643.0,14671.880000000001
21789774,SPAIN,NONBIOJETK,2019,DOMESAIR,2253.000,SPAIN,Spain,ESP,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,2253.0,7119.4800000000005
21907028,SRILANKA,NONBIOJETK,2019,AVBUNK,-501.412,SRILANKA,Sri Lanka,LKA,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,501.412,1584.46192
21907034,SRILANKA,NONBIOJETK,2019,DOMESAIR,5.395,SRILANKA,Sri Lanka,LKA,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,5.395,17.048199999999998
22225529,SSUDAN,NONBIOJETK,2019,AVBUNK,-83.337,SSUDAN,South Sudan,SSD,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,83.337,263.34492
22225534,SSUDAN,NONBIOJETK,2019,DOMESAIR,4.386,SSUDAN,South Sudan,SSD,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,4.386,13.859760000000001
22470536,SUDAN,NONBIOJETK,2019,AVBUNK,-169.304,SUDAN,Sudan,SDN,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,169.304,535.00064
22470540,SUDAN,NONBIOJETK,2019,DOMESAIR,33.933,SUDAN,Sudan,SDN,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,33.933,107.22828
22735024,SURINAME,NONBIOJETK,2019,AVBUNK,-43.791,SURINAME,Suriname,SUR,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,43.791,138.37956
22918071,SWEDEN,NONBIOJETK,2019,AVBUNK,-866.970,SWEDEN,Sweden,SWE,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,866.97,2739.6252000000004
22918078,SWEDEN,NONBIOJETK,2019,DOMESAIR,154.004,SWEDEN,Sweden,SWE,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,154.004,486.65264
22999649,SWITLAND,NONBIOJETK,2019,AVBUNK,-1812.795,SWITLAND,Switzerland,CHE,OECD,EUROPE,NO,country,UNEUROPE,OECDEUR,1812.795,5728.4322
22999656,SWITLAND,NONBIOJETK,2019,DOMESAIR,61.495,SWITLAND,Switzerland,CHE,OECD,EUROPE,NO,country,UNEUROPE,OECDEUR,61.495,194.3242
23114803,SYRIA,NONBIOJETK,2019,AVBUNK,-6.300,SYRIA,Syria,SYR,NONOECD,MIDDLE EAST,NO,country,UNASIA,MIDEAST,6.3,19.908
23114807,SYRIA,NONBIOJETK,2019,DOMESAIR,59.400,SYRIA,Syria,SYR,NONOECD,MIDDLE EAST,NO,country,UNASIA,MIDEAST,59.4,187.704
23258566,TAIPEI,NONBIOJETK,2019,AVBUNK,-3005.584,TAIPEI,Chinese Taipei,TWN,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,3005.584,9497.64544
23258575,TAIPEI,NONBIOJETK,2019,DOMESAIR,93.624,TAIPEI,Chinese Taipei,TWN,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,93.624,295.85184
23483401,TAJIKISTAN,NONBIOJETK,2019,AVBUNK,-40.100,TAJIKISTAN,Tajikistan,TJK,NONOECD,EUROPE,NO,country,UNASIA,EURASIA,40.1,126.71600000000001
23670353,TANZANIA,NONBIOJETK,2019,AVBUNK,-139.383,TANZANIA,Tanzania,TZA,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,139.383,440.4502800000001
23670357,TANZANIA,NONBIOJETK,2019,DOMESAIR,23.872,TANZANIA,Tanzania,TZA,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,23.872,75.43552
23811505,THAILAND,NONBIOJETK,2019,AVBUNK,-4612.232,THAILAND,Thailand,THA,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,4612.232,14574.65312
23811511,THAILAND,NONBIOJETK,2019,DOMESAIR,749.797,THAILAND,Thailand,THA,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,749.797,2369.35852
23949960,TOGO,NONBIOJETK,2019,AVBUNK,-65.285,TOGO,Togo,TGO,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,65.285,206.3006
24087146,TRINIDAD,NONBIOJETK,2019,AVBUNK,-169.938,TRINIDAD,Trinidad and Tobago,TTO,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,169.938,537.0040799999999
24087152,TRINIDAD,NONBIOJETK,2019,DOMESAIR,77.103,TRINIDAD,Trinidad and Tobago,TTO,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,77.103,243.64548
24225533,TUNISIA,NONBIOJETK,2019,AVBUNK,-299.969,TUNISIA,Tunisia,TUN,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,299.969,947.90204
24225539,TUNISIA,NONBIOJETK,2019,DOMESAIR,4.568,TUNISIA,Tunisia,TUN,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,4.568,14.43488
24329718,TURKEY,NONBIOJETK,2019,AVBUNK,-4289.000,TURKEY,Turkey,TUR,OECD,EUROPE,NO,country,UNASIA,OECDEUR,4289.0,13553.24
24329723,TURKEY,NONBIOJETK,2019,DOMESAIR,1173.000,TURKEY,Turkey,TUR,OECD,EUROPE,NO,country,UNASIA,OECDEUR,1173.0,3706.6800000000003
24526361,TURKMENIST,NONBIOJETK,2019,AVBUNK,-470.000,TURKMENIST,Turkmenistan,TKM,NONOECD,EUROPE,NO,country,UNEUROPE,EURASIA,470.0,1485.2
24713432,UAE,NONBIOJETK,2019,AVBUNK,-7173.400,UAE,United Arab Emirates,ARE,NONOECD,MIDDLE EAST,NO,country,UNASIA,MIDEAST,7173.4,22667.944
24713436,UAE,NONBIOJETK,2019,DOMESAIR,363.956,UAE,United Arab Emirates,ARE,NONOECD,MIDDLE EAST,NO,country,UNASIA,MIDEAST,363.956,1150.1009600000002
25100708,UK,NONBIOJETK,2019,AVBUNK,-11512.072,UK,United Kingdom,GBR,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,11512.072,36378.14752
25100715,UK,NONBIOJETK,2019,DOMESAIR,866.500,UK,United Kingdom,GBR,OECD,EUROPE,YES,country,UNEUROPE,OECDEUR,866.5,2738.1400000000003
25193440,USA,NONBIOJETK,2019,AVBUNK,-24040.000,USA,United States,USA,OECD,AMERICA,NO,country,UNAMERICAS,OECDAM,24040.0,75966.40000000001
25193451,USA,NONBIOJETK,2019,DOMESAIR,56095.619,USA,United States,USA,OECD,AMERICA,NO,country,UNAMERICAS,OECDAM,56095.619,177262.15604
25311752,URUGUAY,NONBIOJETK,2019,AVBUNK,-97.062,URUGUAY,Uruguay,URY,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,97.062,306.71592
25311759,URUGUAY,NONBIOJETK,2019,DOMESAIR,2.030,URUGUAY,Uruguay,URY,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,2.03,6.4148
25534033,UZBEKISTAN,NONBIOJETK,2019,AVBUNK,-132.543,UZBEKISTAN,Uzbekistan,UZB,NONOECD,EUROPE,NO,country,UNASIA,EURASIA,132.543,418.83588000000003
25534038,UZBEKISTAN,NONBIOJETK,2019,DOMESAIR,4.939,UZBEKISTAN,Uzbekistan,UZB,NONOECD,EUROPE,NO,country,UNASIA,EURASIA,4.939,15.607240000000001
25725538,VENEZUELA,NONBIOJETK,2019,AVBUNK,-163.863,VENEZUELA,Venezuela,VEN,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,163.863,517.80708
25725543,VENEZUELA,NONBIOJETK,2019,DOMESAIR,81.931,VENEZUELA,Venezuela,VEN,NONOECD,AMERICA,NO,country,UNAMERICAS,LATAMER,81.931,258.90196000000003
25865874,VIETNAM,NONBIOJETK,2019,AVBUNK,-1276.606,VIETNAM,Vietnam,VNM,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,1276.606,4034.0749600000004
25865879,VIETNAM,NONBIOJETK,2019,DOMESAIR,841.000,VIETNAM,Vietnam,VNM,NONOECD,ASIAPAC,NO,country,UNASIA,ASIA,841.0,2657.56
26002023,YEMEN,NONBIOJETK,2019,AVBUNK,-6.587,YEMEN,Yemen,YEM,NONOECD,MIDDLE EAST,NO,country,UNASIA,MIDEAST,6.587,20.81492
26138668,ZAMBIA,NONBIOJETK,2019,AVBUNK,-13.136,ZAMBIA,Zambia,ZMB,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,13.136,41.50976
26138673,ZAMBIA,NONBIOJETK,2019,DOMESAIR,0.207,ZAMBIA,Zambia,ZMB,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,0.207,0.65412
26277647,ZIMBABWE,NONBIOJETK,2019,AVBUNK,-50.028,ZIMBABWE,Zimbabwe,ZWE,NONOECD,AFRICA,NO,country,AFRICA,AFRICA,50.028,158.08848
26458286,FSUND,BIOJETKERO,2019,AVBUNK,x,FSUND,Soviet Union,,NONOECD,EUROPE,NO,former_country,UNEUROPE,EURASIA,0.0,0.0
26458350,FSUND,BIOJETKERO,2019,DOMESAIR,x,FSUND,Soviet Union,,NONOECD,EUROPE,NO,former_country,UNEUROPE,EURASIA,0.0,0.0
26549796,FSUND,NONBIOJETK,2019,AVBUNK,x,FSUND,Soviet Union,,NONOECD,EUROPE,NO,former_country,UNEUROPE,EURASIA,0.0,0.0
26549860,FSUND,NONBIOJETK,2019,DOMESAIR,x,FSUND,Soviet Union,,NONOECD,EUROPE,NO,former_country,UNEUROPE,EURASIA,0.0,0.0
26812285,YUGOND,BIOJETKERO,2019,AVBUNK,x,YUGOND,Yogoslavia,,NONOECD,EUROPE,NO,former_country,UNEUROPE,EURASIA,0.0,0.0
26812349,YUGOND,BIOJETKERO,2019,DOMESAIR,x,YUGOND,Yogoslavia,,NONOECD,EUROPE,NO,former_country,UNEUROPE,EURASIA,0.0,0.0
26903249,YUGOND,NONBIOJETK,2019,AVBUNK,x,YUGOND,Yogoslavia,,NONOECD,EUROPE,NO,former_country,UNEUROPE,EURASIA,0.0,0.0
26903313,YUGOND,NONBIOJETK,2019,DOMESAIR,x,YUGOND,Yogoslavia,,NONOECD,EUROPE,NO,former_country,UNEUROPE,EURASIA,0.0,0.0
27121802,OTHERAFRIC,NONBIOJETK,2019,AVBUNK,-598.890,OTHERAFRIC,Other Africa,,NONOECD,AFRICA,NO,other_country,AFRICA,AFRICA,598.89,1892.4924
27121807,OTHERAFRIC,NONBIOJETK,2019,DOMESAIR,77.118,OTHERAFRIC,Other Africa,,NONOECD,AFRICA,NO,other_country,AFRICA,AFRICA,77.118,243.69288
27262944,OTHERLATIN,NONBIOJETK,2019,AVBUNK,-479.260,OTHERLATIN,Other non-oecd Americas,,NONOECD,AMERICA,NO,other_country,UNAMERICAS,LATAMER,479.26,1514.4616
27262948,OTHERLATIN,NONBIOJETK,2019,DOMESAIR,13.584,OTHERLATIN,Other non-oecd Americas,,NONOECD,AMERICA,NO,other_country,UNAMERICAS,LATAMER,13.584,42.92544
27402706,OTHERASIA,NONBIOJETK,2019,AVBUNK,-210.210,OTHERASIA,Other non-oecd Asia,,NONOECD,ASIAPAC,NO,other_country,UNASIA,ASIA,210.21,664.2636000000001
27402711,OTHERASIA,NONBIOJETK,2019,DOMESAIR,170.673,OTHERASIA,Other non-oecd Asia,,NONOECD,ASIAPAC,NO,other_country,UNASIA,ASIA,170.673,539.32668
